gene,spotX,spotY,parent_id,parent_prob
MYL3,3437.491,5536.611,4818,0.985893
NPPA,3624.836,5536.309,4819,0.569888
SORBS2,3611.379,5536.636,4819,0.590008
ITLN1,3031.671,5538.176,4817,0.997426
COL1A2,3405.423,5539.288,4815,0.975599
MYOZ2,3737.076,5538.439,0,1.0
COL3A1,3376.186,5536.977,4815,0.997616
MYH6,3472.875,5538.5,4813,0.972177
MYH6,3518.395,5539.744,4813,0.991872
NPPA,3606.286,5541.0,4819,0.98607
PAM,3082.5,5539.5,4817,0.786935
MYH6,3308.522,5543.326,4810,0.775888
TBX18,3054.362,5541.431,4817,0.993643
COL1A1,3343.043,5542.13,4815,0.973771
PAM,3355.179,5541.846,4815,0.983799
NPPA,3100.933,5542.2,4811,0.892337
MYH6,3293.469,5542.234,4810,0.709787
PAM,2385.882,5545.382,0,1.0
OGN,3080.817,5544.155,4817,0.625172
NPPA,3162.825,5543.886,0,0.448834
TBX5,3299.087,5544.391,0,0.965991
PAM,3098.531,5545.0,0,0.339619
MFAP2,3265.123,5546.2,0,0.999505
COL3A1,3357.809,5548.191,4815,0.997879
COL3A1,3066.247,5549.682,4817,0.990277
COL3A1,3082.903,5549.355,4817,0.975659
PAM,3318.0,5548.5,0,0.614896
PAM,3340.854,5548.348,4815,0.964237
NAV1,3374.931,5549.941,4815,0.962099
NPPA,3428.059,5548.745,4818,0.998185
COL1A1,3055.201,5550.13,4817,0.995046
TPM1,3271.342,5551.094,0,0.990919
NUSAP1,3481.19,5549.81,4813,0.801481
FAM46C,2951.788,5550.833,0,0.999999
MYH6,3469.827,5552.373,4818,0.853695
FAM46C,2954.773,5554.273,0,0.999997
MYH6,3302.682,5553.273,0,0.633921
PAM,3447.402,5553.356,4818,0.997149
TBX5,3612.514,5553.616,4819,0.955961
FAM46C,2958.778,5554.185,0,0.999992
PAM,3343.842,5554.789,4815,0.966166
COL3A1,3419.974,5554.705,4818,0.961784
CPE,3194.305,5555.711,0,0.999182
MT2A,3789.439,5554.455,0,1.0
TPM1,3333.372,5556.837,4815,0.958495
MYBPC3,3452.286,5556.357,4818,0.984553
NPPA,3671.085,5557.064,0,0.986084
MT2A,3974.67,5556.794,0,0.801192
PAM,3460.493,5558.958,4818,0.992417
NPPA,3478.323,5559.097,4813,0.867811
MYH6,3285.085,5560.489,0,0.943287
PAM,3066.597,5560.177,4817,0.922679
PAM,3295.55,5561.339,0,0.966395
COL1A2,3089.0,5564.087,4817,0.824511
NPPA,3302.632,5561.316,0,0.884767
PAM,3339.083,5562.028,4815,0.923584
MYOM1,3467.268,5562.366,4818,0.932658
FAM210B,3510.778,5562.778,4813,0.651397
MYH6,3541.159,5562.573,4820,0.985877
MYBPC3,3596.878,5561.224,4819,0.994118
COL1A2,3084.286,5563.214,4817,0.879231
COL1A1,3044.669,5564.014,4817,0.992223
COL1A1,3073.462,5564.442,4817,0.982308
COL1A2,3094.233,5564.93,4822,0.617377
NPPA,3168.094,5565.031,4822,0.770474
PAM,3414.0,5564.0,4818,0.996264
MT2A,3720.778,5566.056,0,1.0
MT2A,3773.938,5565.667,0,1.0
COL1A1,3067.216,5566.649,4817,0.979932
NPPA,3162.488,5564.907,4822,0.85626
MYBPC3,3165.0,5567.833,4822,0.722259
ELN,3084.745,5567.83,4817,0.567528
MYL3,3203.556,5568.689,0,0.994614
TNNT1,3563.906,5569.422,4820,0.603203
TNNT1,3600.939,5570.354,4819,0.841185
MYBPC3,3620.381,5570.214,4819,0.988999
MYH6,3323.829,5570.714,4825,0.671984
FBLN5,3058.118,5572.094,4817,0.862663
TBX5,3542.222,5571.667,4820,0.97238
PAM,3606.923,5572.949,4819,0.996564
COL3A1,3083.4,5572.733,4821,0.874941
COL1A2,3077.479,5574.649,4821,0.953546
TNNI1,3206.0,5574.578,0,0.991832
NPPA,3501.191,5573.529,4820,0.867069
COL3A1,3087.932,5574.545,4821,0.89652
PAM,3526.0,5575.5,4820,0.981621
COL1A2,3038.048,5576.31,4817,0.850356
TBX5,3218.375,5576.606,0,0.999816
MYL3,3233.836,5576.209,0,0.999984
COL1A1,3443.891,5576.286,4818,0.984622
NPPA,3457.52,5575.24,4818,0.990717
MYH6,3623.222,5576.778,4819,0.994774
NPPA,3175.233,5578.209,4822,0.595823
NPPA,3250.917,5577.639,0,0.999979
MYH6,3538.288,5578.485,4820,0.996331
PAM,3333.818,5579.25,4825,0.960046
PAM,3642.444,5578.54,4819,0.693537
COL3A1,3405.844,5579.844,4818,0.894327
PAM,2432.723,5581.03,0,1.0
COL1A2,3087.156,5580.813,4821,0.96883
COL3A1,3459.735,5582.412,4818,0.954106
NPPA,3495.345,5579.774,4826,0.851087
PAM,2963.777,5582.489,0,0.999966
LDB3,3552.529,5581.608,4820,0.982569
MYOZ2,3599.625,5581.75,4819,0.988861
MT1F,3844.788,5582.115,0,0.999977
COL1A2,3079.725,5583.314,4821,0.981082
MYL3,3626.939,5583.242,4819,0.916108
MYL3,3622.333,5584.303,4819,0.991669
SLC8A1,3960.357,5584.048,0,0.93505
PAM,3277.154,5582.554,0,0.994221
NPPA,3153.52,5585.44,4822,0.9654
PAM,3273.737,5586.316,0,0.9959
MYL3,3348.605,5586.895,4825,0.977558
NPPA,3499.385,5587.833,4826,0.894516
MYH6,3139.276,5586.614,4822,0.983381
PAM,3339.5,5587.5,4825,0.988206
MYH6,3371.677,5586.613,4825,0.992272
TOP2A,3490.478,5588.433,4826,0.871944
PAM,3399.262,5589.446,4818,0.965223
MYH6,3325.352,5590.736,4825,0.992652
COL1A2,3058.067,5591.744,4821,0.992012
MYH6,3513.817,5590.775,4820,0.985778
MYL3,3105.038,5591.615,4822,0.990025
FAM46C,3506.356,5592.695,0,0.825702
LDB3,3029.294,5592.725,0,0.587973
MT1F,3974.952,5593.452,0,0.880184
HSPB7,3244.649,5594.257,0,0.999992
MYOZ2,3376.62,5594.731,4825,0.954102
NPPA,3414.042,5594.51,4818,0.993134
MYBPC3,3593.574,5593.915,4819,0.990418
FAM46C,2493.656,5595.32,0,1.0
COL1A2,3075.644,5595.667,4821,0.994346
MYBPC3,3098.0,5594.037,4822,0.990702
FAM46C,2393.65,5595.66,0,1.0
TOP2A,3263.235,5596.75,0,0.999982
SLC39A8,3994.736,5596.066,0,0.9122
MYH6,3552.828,5596.75,4820,0.9929
MYH6,3586.062,5598.823,4819,0.956896
SLC39A8,3663.446,5596.902,0,0.999575
MYBPC3,3094.5,5598.167,4822,0.987226
MYBPC3,3101.339,5599.411,4822,0.991351
PAM,3431.03,5597.197,4818,0.988017
MYBPC3,3132.333,5598.762,4822,0.989782
MYBPC3,3361.133,5599.217,4825,0.989322
NPPA,3283.767,5600.219,0,0.928585
MYH6,3512.605,5600.421,4820,0.969453
COL1A1,3685.071,5598.786,0,0.999942
FAM46C,3912.455,5599.758,0,0.999753
SBSPON,3050.823,5601.097,4821,0.993612
NPPA,3159.451,5601.467,4824,0.928923
TNNI1,3187.656,5601.063,4824,0.504609
MYBPC3,3469.171,5599.971,4826,0.980273
NPPA,3568.058,5601.654,4820,0.958654
NUSAP1,3489.546,5601.993,4826,0.937991
MT2A,3395.016,5601.891,0,0.570807
SLC39A8,3883.872,5603.255,0,0.999952
MYRF,3048.438,5605.219,4821,0.992069
PAM,3459.15,5603.331,4826,0.965914
TPM1,3271.022,5603.717,0,0.997234
MYL3,3601.182,5605.273,4819,0.986435
FAM210B,3433.106,5606.894,4818,0.503337
NPPA,3567.444,5607.222,4820,0.967431
COL1A2,3049.633,5609.267,4821,0.996577
PAM,3442.034,5608.303,4826,0.87276
MYH6,3162.033,5610.148,4824,0.971308
MYH6,3357.429,5608.208,4825,0.998918
MT2A,3399.586,5610.034,0,0.649615
TNNT1,3058.5,5609.5,4821,0.996216
SLC39A8,3436.917,5610.833,0,0.746327
TBX5,3107.604,5610.813,4822,0.943391
NPPA,3349.857,5610.071,4825,0.997876
FAM46C,3527.886,5610.871,0,0.666282
COL1A2,3098.974,5611.284,4822,0.60861
NPPA,3144.263,5612.192,4824,0.947281
PAM,3160.892,5616.135,4824,0.993846
NPPA,3144.5,5617.0,4824,0.970207
MYH6,3580.404,5615.83,4819,0.817598
NPPA,3687.877,5615.575,0,0.999257
PTN,2986.824,5615.824,0,0.99513
ITLN1,3084.925,5618.038,4821,0.996023
MYH6,3122.531,5617.719,4822,0.856264
MYBPC3,3350.758,5617.697,4825,0.994503
MYRF,3076.0,5618.04,4821,0.990149
MYH6,3139.556,5618.741,4824,0.963086
MYH6,3360.5,5619.086,4825,0.999036
NUSAP1,3493.865,5616.865,4826,0.956314
MT2A,2876.842,5619.233,0,1.0
NPPA,3385.855,5619.632,4825,0.990801
PAM,3483.07,5619.105,4826,0.997894
PAM,3487.385,5618.769,4826,0.997813
NPPA,2956.314,5620.905,0,0.999999
PAM,3328.125,5620.0,4825,0.996099
PAM,3333.988,5619.106,4825,0.997243
MYH6,3506.333,5620.056,4826,0.960775
MT1F,3599.106,5621.106,0,0.856248
PAM,3700.662,5622.746,0,0.99987
TOP2A,3490.145,5623.25,4826,0.969663
MYH6,3593.15,5623.2,4829,0.92225
MYH6,3151.847,5624.792,4824,0.989307
PAM,3172.683,5624.854,4824,0.995942
TMEM100,3287.798,5625.821,0,0.999164
MYH6,3334.849,5625.868,4825,0.998595
TNNI1,3516.597,5626.13,4826,0.931243
TNNI1,3542.178,5625.439,4820,0.732297
COL1A1,2442.883,5628.436,0,1.0
PAM,3118.079,5625.316,4824,0.976798
PAM,3160.781,5625.274,4824,0.996771
NPPA,2923.48,5627.108,0,1.0
MYBPC3,3472.176,5626.824,4826,0.993514
ITLN1,3050.759,5627.552,4821,0.996107
ITLN1,3057.974,5628.843,4821,0.996347
NPPA,3417.776,5628.972,0,0.514682
COL1A2,2003.321,5630.202,0,1.0
TMEM100,3501.173,5629.692,4826,0.562931
PAM,3524.269,5630.5,4826,0.857988
NPPA,3579.447,5629.851,4829,0.91482
ITLN1,2971.982,5631.473,0,0.999343
HSPB7,3587.0,5632.023,4829,0.964104
FAM210B,3495.905,5633.986,4826,0.879678
MYRF,3067.059,5635.0,4821,0.977439
HSPB7,3397.43,5633.582,4825,0.897776
NPPA,3564.463,5634.726,4828,0.930486
MT1F,3703.333,5634.5,0,0.999999
MYH6,3604.039,5634.622,4829,0.994073
NPPA,3681.829,5635.575,0,0.982641
NPPA,3017.613,5636.0,0,0.936087
CDK1,3319.603,5635.877,4825,0.685783
FAM46C,3422.648,5636.537,0,0.998247
MYH6,3612.08,5638.42,4829,0.996199
PAM,3157.232,5638.821,4824,0.997976
FAM46C,3432.495,5640.485,0,0.995129
COL1A1,3475.682,5640.318,4826,0.981287
NUSAP1,3502.438,5642.2,4826,0.893744
NPPA,3160.128,5643.282,4824,0.998131
NPPA,3245.93,5644.07,0,0.999619
MT1F,2880.431,5646.552,0,1.0
MYH6,3325.0,5643.935,4825,0.994551
LRRN3,3064.654,5647.196,0,0.414384
SLC39A8,3118.355,5646.927,4824,0.539058
MYL3,3574.059,5646.871,4829,0.88607
NPPA,3565.286,5647.829,4828,0.976204
PAM,3318.875,5650.458,4825,0.830311
PCSK1N,3588.61,5650.049,4829,0.639266
PAM,3627.663,5650.404,4829,0.997488
PAM,3166.542,5651.881,4824,0.99598
MT1F,3142.014,5651.408,4824,0.562096
TOP2A,3499.324,5651.941,4826,0.849328
SLC39A8,3745.37,5651.413,0,1.0
FABP3,2250.59,5655.373,0,1.0
MYH6,2962.023,5654.651,0,1.0
MYOM1,3378.431,5654.898,0,0.588272
MT1F,3684.524,5654.024,0,0.999866
MYH6,3770.106,5655.447,0,1.0
PAM,3559.883,5655.896,4828,0.976617
HSPB7,3578.947,5656.649,4829,0.964733
PAM,3302.25,5658.112,0,0.746869
PAM,3527.649,5659.081,4828,0.995054
MT1F,3981.876,5659.056,0,0.997415
NPPA,3187.615,5660.248,4824,0.860029
NPPA,3202.573,5660.563,0,0.551458
NPPA,3136.75,5661.125,4824,0.996527
PAM,3525.19,5663.524,4828,0.995498
PAM,3643.025,5660.8,4829,0.993886
ITLN1,3125.746,5661.014,0,0.74869
COL1A2,3427.101,5661.899,0,0.800398
MYH6,3687.105,5663.246,0,0.973773
PAM,3614.978,5664.692,4829,0.998643
PAM,3628.513,5663.59,4829,0.997842
MT2A,2888.736,5664.509,0,1.0
NPPA,3102.826,5665.851,4827,0.80776
FAM46C,3338.889,5664.698,0,0.992251
PAM,3646.339,5666.482,4829,0.991554
PAM,3607.969,5666.594,4829,0.998509
MT2A,3698.365,5668.021,0,0.981167
PAM,3037.233,5669.163,0,0.717457
NPPA,3274.768,5668.449,0,0.978517
MYH6,3592.592,5668.592,4829,0.995077
SBSPON,3077.593,5670.695,4827,0.85532
ELN,3061.432,5674.591,4827,0.982471
NPPA,3027.25,5675.067,0,0.851188
SLC39A8,3936.849,5674.644,0,0.999026
TNNI1,2634.705,5676.5,0,1.0
MYH6,3445.368,5675.926,4830,0.626269
PAM,3549.178,5675.422,4828,0.99666
NPPA,3520.911,5676.489,4828,0.997967
PAM,3144.5,5677.5,4824,0.836302
SORBS2,3251.961,5678.434,0,0.987889
MYOM1,3197.5,5680.5,0,0.988692
ELN,3414.667,5679.711,0,0.962804
FAM210B,3106.507,5680.176,4827,0.842136
PAM,3242.471,5680.735,0,0.879192
NPPA,3532.833,5679.7,4828,0.998948
NPPA,3587.192,5681.562,4829,0.937816
MT1F,3666.658,5678.684,0,0.965118
MT1F,3664.316,5683.211,0,0.945227
PAM,3282.409,5682.136,0,0.762313
PAM,3622.918,5681.927,4829,0.997168
MT2A,3324.101,5683.468,0,0.994767
NPPA,3537.02,5684.99,4828,0.998916
PAM,3279.421,5685.895,0,0.637725
MYH6,2006.72,5686.973,0,1.0
COL1A1,2583.182,5688.152,0,1.0
COL1A2,3097.04,5688.8,4827,0.98433
MYOZ2,3575.851,5689.514,4828,0.903987
PAM,3616.097,5689.548,4829,0.996108
COL1A1,2586.766,5691.426,0,1.0
MYL3,2921.469,5688.781,0,1.0
MYH6,3383.07,5690.116,0,0.904558
MYL3,2919.267,5693.244,0,1.0
NPPA,3460.584,5693.888,4830,0.965401
PAM,3289.277,5695.229,4833,0.879258
TNNI1,3376.83,5696.17,0,0.94305
MYH6,3361.0,5697.5,0,0.657823
LUM,3097.833,5700.333,4827,0.684679
PAM,3772.395,5698.07,0,1.0
PAM,3768.667,5700.533,0,1.0
MYH6,3387.576,5700.545,0,0.803605
COL3A1,3486.773,5701.102,4830,0.96501
COL1A1,3866.419,5701.237,0,0.998359
HSPB7,2596.813,5702.148,0,1.0
MYL3,3544.364,5704.495,4828,0.986696
TPM1,3554.729,5705.034,4828,0.988492
NPPA,3570.707,5704.366,4828,0.983339
MYH6,2498.298,5706.333,0,1.0
MT1F,3087.8,5706.371,0,0.76018
NPPA,3112.979,5705.574,0,0.672138
SLC39A8,3699.414,5707.475,0,0.717652
MT2A,3037.507,5708.179,0,0.962141
COL3A1,3471.836,5711.6,4830,0.916524
TBX5,3517.88,5711.44,4828,0.819298
MYH6,3547.743,5712.716,4828,0.98073
MT2A,3964.477,5711.78,0,0.999402
MYL3,2328.838,5715.324,0,1.0
SLC8A1,3182.459,5717.173,4836,0.953376
PAM,3568.386,5716.683,4828,0.693215
NPPA,2533.312,5718.136,0,1.0
MYBPC3,3826.303,5717.239,0,0.999997
MT2A,3627.5,5719.449,4831,0.909053
NPPA,3111.276,5719.305,0,0.457397
PAM,3375.333,5720.833,4835,0.968643
MT2A,3758.205,5720.274,0,0.999976
PAM,3133.712,5720.096,4836,0.971146
MYL3,3282.947,5721.118,4833,0.960158
COL3A1,3487.779,5721.147,4834,0.969527
COL1A2,3083.671,5721.849,4837,0.462114
PAM,3246.336,5722.401,4833,0.970549
MT2A,3360.762,5722.976,4835,0.621022
PAM,3422.685,5723.315,0,0.943112
FAM210B,3432.604,5723.243,0,0.925306
COL1A2,3095.347,5725.211,4837,0.597586
PAM,3717.206,5724.147,0,0.681468
MYH6,3366.183,5726.717,4835,0.993167
MYH6,3510.959,5726.041,4834,0.65445
COL3A1,3593.989,5725.854,0,0.972857
PAM,3037.393,5726.031,0,0.991597
NPPA,3155.925,5727.056,4836,0.998005
PAM,3718.816,5728.553,0,0.753
NPPA,3192.069,5729.276,4836,0.995033
FAM46C,3299.971,5727.686,0,0.933369
COL1A1,3083.28,5730.8,4837,0.836025
NPPA,3211.95,5731.223,4836,0.780225
FAM46C,3296.581,5731.742,0,0.916138
NPPA,3269.86,5732.02,4833,0.970031
TBX5,3318.667,5733.0,4835,0.718052
COL3A1,3446.181,5733.892,4834,0.95922
MYBPC3,3064.694,5734.041,0,0.944478
MYBPC3,3136.961,5736.184,4836,0.981251
MYL3,3164.664,5738.454,4836,0.99437
MT1F,3798.365,5738.231,0,1.0
MYH6,3525.562,5739.048,4834,0.546421
COL3A1,3542.646,5740.329,4834,0.647328
NPPA,3085.756,5740.962,4837,0.950622
COL1A2,3557.592,5741.237,0,0.969353
SLC39A8,2599.507,5742.681,0,1.0
PAM,3277.368,5744.462,4833,0.980594
MYH6,3166.899,5747.798,4836,0.998302
PAM,3316.448,5748.476,4835,0.956044
COL3A1,3557.912,5748.877,0,0.856103
NPPA,3616.417,5746.083,0,0.538543
MYOM1,3136.07,5749.419,4836,0.968553
PAM,3465.529,5749.431,4834,0.94526
NPPA,3189.568,5749.581,4836,0.997727
NPPA,3615.326,5751.174,0,0.652295
PAM,3149.551,5754.315,4836,0.996614
MYH6,3411.82,5753.52,4835,0.649165
MT2A,3456.881,5753.657,4834,0.852216
COL3A1,3516.2,5755.7,4834,0.994746
LDB3,3811.024,5755.52,0,1.0
PAM,3043.238,5757.725,0,0.927197
NPPA,3717.877,5758.123,0,0.989625
SLC39A8,2602.176,5759.986,0,1.0
MT1F,3391.059,5761.403,0,0.68228
NPPA,2213.559,5761.063,0,1.0
LDB3,3170.102,5762.796,4836,0.990823
MYL3,3302.778,5762.222,0,0.616133
NPPA,3036.682,5764.773,0,0.8441
TBX18,3084.323,5764.634,4837,0.98825
COL3A1,3463.91,5764.742,4834,0.994314
MYH6,3368.125,5765.542,4835,0.998392
NPPA,3185.738,5768.095,4836,0.997391
MYOZ2,3215.082,5767.082,0,0.834401
NPPA,3109.368,5768.598,4837,0.910778
SBSPON,3079.933,5770.933,4837,0.995285
MYBPC3,2564.667,5770.778,0,1.0
PAM,3143.677,5770.992,4836,0.991616
MYH6,3162.511,5771.915,4836,0.996932
NPPA,3174.879,5773.11,4836,0.997933
NPPA,3368.602,5772.517,4835,0.998175
HSPB7,2530.279,5774.514,0,1.0
NPPA,2861.943,5775.314,0,0.999959
MT1F,3549.027,5775.32,0,0.938553
MYBPC3,3154.609,5776.087,4836,0.985563
MT1F,3789.992,5776.532,0,1.0
MYL3,3296.689,5775.84,0,0.826638
NPPA,2124.063,5780.341,0,1.0
MT2A,3670.62,5780.521,0,0.944128
NPPA,3391.607,5781.595,4835,0.989077
MT2A,2268.5,5783.174,0,1.0
PAM,3352.644,5783.577,4835,0.994435
SLC39A8,2641.576,5784.03,0,1.0
SLC39A8,2884.692,5783.684,0,0.999682
NPPA,2411.0,5785.5,0,1.0
MT2A,3886.648,5784.014,0,0.982574
SLC39A8,3510.182,5784.545,4839,0.70081
SLC39A8,2641.296,5788.259,0,1.0
HSPB7,3124.121,5786.29,4840,0.483901
SLC39A8,3511.31,5788.56,4839,0.743198
NPPA,3519.814,5787.542,4839,0.946442
MYH6,2852.074,5789.358,0,0.999849
MYH6,3248.536,5788.786,0,0.98569
FAM46C,3191.939,5790.091,0,0.951779
SLC39A8,2574.313,5790.969,0,1.0
MT2A,3864.39,5790.866,0,0.918115
PAM,2850.6,5793.0,0,0.999662
ELN,3132.264,5793.385,4840,0.972934
MYH6,3172.49,5791.776,4836,0.981384
PTN,3298.847,5793.254,0,0.954664
PAM,2848.362,5795.617,0,0.999561
SBSPON,3091.215,5794.615,4837,0.979214
NPPA,2410.5,5796.5,0,1.0
NPPA,3370.483,5795.202,4835,0.99255
MT1F,3402.896,5796.236,0,0.996605
FAM210B,2819.103,5798.103,0,0.99997
FAM210B,3302.647,5797.902,0,0.944357
MYL3,3016.511,5799.148,0,0.998719
NPPA,3370.578,5801.022,4835,0.985964
FAM46C,2570.979,5800.596,0,1.0
PAM,2669.824,5802.176,0,1.0
MYBPC3,2977.412,5802.588,0,0.999993
PAM,3284.523,5802.277,4841,0.828389
PAM,3289.714,5803.571,4841,0.83195
FAM46C,3744.081,5803.324,0,1.0
MYOZ2,2714.676,5805.394,0,1.0
TOP2A,3077.824,5804.824,4837,0.56978
NPPA,3498.169,5806.22,4839,0.982191
FAM46C,2198.417,5806.25,0,1.0
ITLN1,2388.111,5806.167,0,1.0
MT2A,3202.821,5807.615,0,0.951817
MYL3,2242.737,5807.97,0,1.0
MT2A,2342.553,5808.412,0,1.0
MT2A,3821.048,5809.32,0,0.952976
FAM46C,2202.462,5808.0,0,1.0
MYBPC3,2843.614,5809.356,0,0.999267
FAM46C,2195.967,5809.4,0,1.0
MT2A,2790.492,5810.656,0,1.0
PAM,2968.065,5809.63,0,0.999815
MYH6,3362.102,5811.582,4835,0.736204
FAM46C,2201.052,5813.017,0,1.0
MT2A,2787.0,5814.086,0,0.999999
MT1F,3091.672,5813.06,0,0.796883
NPPA,2721.696,5813.582,0,1.0
ITLN1,3070.333,5813.735,4847,0.983546
ISLR,3111.393,5813.714,4840,0.764693
CRABP2,3133.447,5813.974,4840,0.993101
MYOZ2,3159.34,5814.26,0,0.488651
NPPA,2870.553,5813.766,0,0.900982
MT2A,2970.38,5815.797,0,0.998852
TBX5,2765.868,5817.019,0,1.0
COL3A1,3543.281,5817.463,4839,0.613854
NPPA,2330.631,5818.3,0,1.0
TBX5,2804.119,5819.831,0,0.999989
MYH6,3503.52,5819.047,4839,0.894907
FAM210B,3841.635,5818.032,4844,0.806338
FAM210B,2466.858,5820.692,0,1.0
NPPA,3407.089,5821.179,0,0.888955
FAM46C,2931.778,5822.089,0,0.993306
PAM,3411.059,5826.882,4846,0.705612
COL1A2,3133.871,5826.47,4840,0.990264
CRABP2,3117.661,5827.729,4840,0.985281
MT1F,3703.857,5827.849,0,0.998699
MYH6,2682.172,5828.808,0,1.0
TBX18,3097.261,5828.391,4847,0.990111
TBX18,3102.723,5830.446,4847,0.98876
MYH6,3469.562,5830.863,4839,0.404124
NUSAP1,3086.88,5829.92,4847,0.910488
MT2A,2099.673,5832.346,0,1.0
PAM,2543.449,5833.603,0,1.0
SLC39A8,2890.0,5833.5,4849,0.811051
TNNT1,3062.674,5834.674,4847,0.983177
FAM46C,2871.0,5835.42,4849,0.638958
ITLN1,3048.97,5834.507,4847,0.842262
COL1A1,3087.058,5834.577,4847,0.99165
MYBPC3,2941.2,5837.533,0,0.99484
FAM46C,3479.783,5835.663,0,0.923134
COL3A1,3539.097,5836.167,4839,0.880872
MYBPC3,2936.0,5837.317,0,0.990747
FAM46C,3392.947,5834.947,0,0.939365
MT2A,2368.909,5838.273,0,1.0
SLC8A1,3335.634,5838.97,0,0.778156
PAM,3394.537,5840.021,4846,0.935603
MT2A,2363.646,5841.051,0,1.0
LDB3,3165.164,5841.582,4848,0.945998
MT1F,3051.667,5842.253,0,0.859133
FBLN5,3087.089,5842.248,4847,0.95757
NPPA,3477.595,5844.31,4839,0.609566
NPPA,2906.024,5845.794,4849,0.936419
ITLN1,3035.41,5844.279,4851,0.98663
NPPA,2233.171,5845.714,0,1.0
NPPA,3217.707,5846.771,4848,0.993724
SLC39A8,3266.405,5846.112,4841,0.805943
PAM,2831.974,5846.921,0,0.97869
MYH6,2852.917,5847.594,0,0.794754
PAM,2960.625,5849.175,0,0.948391
SLC39A8,2173.429,5848.75,0,1.0
NPPA,2206.449,5849.959,0,1.0
NPPA,2225.574,5850.537,0,1.0
ITLN1,2783.769,5851.835,0,0.999135
FAM46C,2891.649,5850.494,4849,0.859216
ITLN1,3029.298,5852.081,4851,0.995055
NUSAP1,3171.967,5853.267,4848,0.907552
NPPA,2215.667,5853.222,0,1.0
MT1F,2989.042,5852.333,0,0.982589
MYBPC3,2128.209,5854.233,0,1.0
MYH6,3437.099,5854.321,4853,0.992995
PAM,2342.5,5856.5,0,1.0
SLC39A8,2889.297,5856.622,4849,0.933961
MYH6,2867.0,5857.0,4849,0.878784
MYBPC3,3181.448,5859.31,4848,0.981836
NPPA,2171.861,5862.194,0,1.0
FAM46C,3279.371,5858.944,0,0.851619
MYH6,3384.5,5858.435,4846,0.868663
PAM,3741.079,5859.553,0,0.99702
MYL3,3231.925,5860.208,4848,0.985282
CPE,3047.386,5861.819,4851,0.986344
MT2A,3390.24,5861.733,4846,0.977929
MYRF,3026.167,5862.611,4851,0.987792
NPPA,3327.795,5862.661,0,0.860882
MYL3,3600.875,5863.0,0,0.898113
TBX18,3056.182,5865.286,4851,0.978232
MYBPC3,3206.1,5864.6,4848,0.984306
MYBPC3,3209.529,5863.118,4848,0.983104
MYH6,3503.304,5865.107,4853,0.522614
FAM46C,2841.93,5865.577,0,0.935147
MYH6,2721.932,5867.068,0,0.999996
FAM46C,2780.65,5865.875,0,0.999377
TM4SF18,3072.414,5866.434,0,0.76546
TBX5,3134.156,5866.122,0,0.909817
MYL3,3216.5,5867.25,4848,0.995076
NPPA,3300.841,5866.988,4841,0.822727
MT2A,2652.773,5868.392,0,1.0
SLC39A8,2879.705,5867.131,4849,0.933768
FAM46C,3478.909,5867.697,0,0.681478
FAM46C,2029.273,5869.364,0,1.0
COL1A1,3410.253,5869.133,4846,0.879222
PAM,3484.894,5870.924,4853,0.980208
ITLN1,2991.806,5869.952,4851,0.641447
PAM,3114.387,5870.0,4847,0.657747
MYH6,3342.403,5869.585,0,0.940212
PAM,2853.822,5871.395,4849,0.76289
FAM46C,2757.557,5873.541,0,0.999691
MFAP2,3083.667,5872.778,4847,0.946836
LDB3,3210.162,5872.676,4848,0.980859
SLC39A8,3861.883,5871.631,4844,0.585625
OGN,2466.571,5872.349,0,1.0
TBX5,3605.0,5874.03,4855,0.619971
MYH6,3610.955,5874.386,4855,0.974548
SLC39A8,2809.385,5876.418,0,0.984092
MYL3,3437.505,5874.04,4853,0.993252
COL1A2,3099.708,5876.042,4847,0.846891
NPPA,3492.642,5876.434,4853,0.927807
MT1F,3004.171,5877.316,0,0.629655
MYRF,2912.617,5878.012,4849,0.909314
MYRF,2927.595,5878.0,4858,0.899443
MYH6,3298.415,5877.4,0,0.650171
FABP3,3509.4,5878.408,0,0.777844
TBX5,3597.208,5877.74,4855,0.68134
FAM46C,2540.43,5879.35,0,1.0
TBX18,3032.45,5879.703,4851,0.996715
MYRF,3022.353,5880.471,4851,0.989229
FAM210B,2820.091,5880.636,0,0.882427
MT1F,2826.063,5881.54,0,0.985452
TBX18,2934.886,5880.457,4858,0.970102
ITLN1,3059.694,5881.742,4851,0.993702
NPPA,3658.168,5882.188,0,0.614247
SLC39A8,3700.888,5881.963,0,0.875314
TBX18,2940.0,5882.118,4858,0.976642
PAM,3480.824,5882.412,4853,0.985343
MFAP2,2030.769,5882.298,0,1.0
PAM,2446.009,5883.856,0,1.0
FAM210B,2973.562,5884.017,4850,0.936232
PAM,3533.0,5883.087,0,0.606769
NUSAP1,3578.462,5883.503,0,0.785645
SLC39A8,2198.609,5883.906,0,1.0
TNNT1,2908.458,5883.375,4849,0.963833
COL1A2,3100.681,5883.198,4856,0.954154
FAM210B,3344.015,5883.561,0,0.904682
COL1A1,3156.854,5884.317,4856,0.468162
MYH6,3615.247,5884.821,4855,0.993544
COL1A2,3888.297,5885.317,4844,0.780604
SLC39A8,2178.18,5887.27,0,1.0
MYH6,2509.759,5887.127,0,1.0
PAM,3300.698,5885.868,0,0.847918
ITLN1,3024.796,5886.714,4851,0.998427
