gene,spotX,spotY,parent_id,parent_prob
TOP2A,1612.229,977.6286,14,0.786661
COL1A1,1738.792,978.0779,15,0.997378
MFAP2,1993.066,982.5574,135,0.993758
COL1A1,1997.667,982.5,135,0.992633
PTN,1597.0,981.0,14,0.990716
PTN,1601.663,983.6854,14,0.982698
CPE,1712.376,985.44,15,0.90774
OGN,1564.24,984.96,14,0.993689
ISLR,1607.293,985.2439,14,0.935899
PTN,1888.912,985.192,16,0.994281
FAM210B,1690.617,985.4938,0,0.884937
CPE,1930.615,987.8846,0,0.846822
FAM210B,1685.462,989.641,0,0.910198
MFAP2,1973.154,988.3846,135,0.970344
COL3A1,1984.12,988.2,135,0.993012
COL3A1,1574.122,989.487,14,0.994193
COL1A2,1884.845,993.1034,16,0.996678
PTN,1766.496,994.8174,15,0.993065
LUM,1995.674,997.1304,135,0.98481
COL1A2,1707.753,997.6941,15,0.989887
COL1A2,1853.387,1000.0,16,0.993008
COL1A1,1567.245,999.34,14,0.992879
COL1A2,1873.708,1001.958,16,0.997737
COL1A2,1958.913,1001.681,17,0.982337
MFAP2,1717.505,1002.426,15,0.985498
COL1A1,1562.355,1005.255,14,0.985449
MFAP2,1740.831,1005.247,15,0.990658
COL3A1,1985.727,1005.545,135,0.981934
ELN,1994.443,1006.636,135,0.993787
FAM210B,1828.549,1008.745,0,0.965484
MFAP2,1875.063,1009.125,16,0.993321
ELN,1978.545,1009.212,135,0.969665
TOP2A,1732.15,1011.75,15,0.960478
PTN,1940.815,1011.407,17,0.988811
COL1A2,1948.0,1010.5,17,0.996035
COL3A1,1580.04,1011.84,14,0.949784
MYRF,1543.449,1013.506,0,0.991552
CRABP2,1847.5,1014.231,16,0.96548
PTN,1875.429,1012.857,16,0.998355
ISLR,1528.5,1016.484,0,0.963494
COL1A1,1576.9,1016.471,14,0.956079
TBX5,1803.382,1016.171,0,0.999137
PTN,1877.03,1018.646,16,0.998384
PTN,1764.879,1019.579,15,0.880738
PAM,1965.573,1019.476,17,0.924377
COL1A2,1495.0,1019.5,0,0.999171
MFAP2,1918.161,1020.232,17,0.842814
EBF2,1844.0,1021.5,16,0.705344
ISLR,1863.92,1020.374,16,0.981776
PAM,1722.75,1024.429,15,0.682873
COL1A1,1556.347,1028.918,0,0.795934
COL1A2,1766.089,1030.167,15,0.709931
COL1A2,1942.892,1030.292,17,0.99773
RSPO3,1958.659,1029.977,17,0.992536
COL3A1,1977.824,1031.824,17,0.965535
COL3A1,1964.893,1033.304,17,0.991855
OGN,1993.647,1033.176,135,0.93658
FBLN5,1541.362,1034.662,0,0.971998
OGN,1852.653,1034.126,16,0.963247
COL3A1,1873.223,1036.188,16,0.995705
MYRF,1885.219,1037.313,16,0.688468
MFAP2,1976.756,1038.78,17,0.967738
COL3A1,1835.857,1039.114,16,0.624075
COL1A1,1938.146,1041.317,17,0.995762
ELN,1946.364,1042.898,17,0.98181
COL3A1,1834.421,1044.158,0,0.52347
COL3A1,1840.128,1043.513,16,0.653395
TBX5,1765.5,1044.705,0,0.994495
COL1A2,1851.104,1045.756,16,0.979631
PTN,1913.0,1045.5,16,0.553563
PAM,1937.978,1048.957,17,0.911388
COL9A2,1704.69,1050.957,19,0.941316
COL1A2,1930.635,1051.8,17,0.989368
COL1A2,1826.145,1054.395,0,0.846334
COL1A1,1786.957,1056.282,0,0.712316
RSPO3,1967.821,1055.59,17,0.960701
COL1A2,1953.74,1056.81,17,0.976606
STMN2,1730.088,1058.919,19,0.995427
FAM210B,1916.793,1060.414,0,0.826845
FAM210B,1920.4,1062.467,17,0.56406
COL9A2,1744.212,1065.846,19,0.929981
COL1A1,1933.75,1065.188,17,0.931116
COL1A1,1937.286,1066.224,17,0.915308
COL1A2,1926.579,1066.263,17,0.939853
COL3A1,1963.895,1067.0,21,0.934345
OGN,1778.44,1067.86,20,0.753831
MFAP2,1890.463,1067.634,0,0.602343
MFAP2,1881.559,1069.61,0,0.598343
ISL1,1691.2,1071.12,19,0.972052
COL1A2,1973.821,1070.806,21,0.9597
COL1A1,1773.654,1075.231,20,0.976718
ISLR,1826.847,1074.898,0,0.853175
ISLR,1779.875,1077.854,20,0.886837
MFAP2,1967.735,1078.265,21,0.979587
EBF2,1953.793,1078.966,21,0.834551
PTN,1524.39,1079.707,0,0.815287
ISLR,1960.143,1081.536,21,0.972054
COL3A1,1935.829,1082.543,21,0.982767
COL3A1,1930.117,1084.489,21,0.977362
COL9A2,1991.488,1084.547,21,0.916368
TNNT1,1566.714,1086.653,0,0.999143
COL1A1,1615.371,1087.5,0,0.999995
MYRF,1904.654,1087.247,0,0.992516
COL1A2,1952.405,1087.486,21,0.993586
STMN2,1736.119,1090.644,19,0.994752
PTN,1805.835,1091.282,23,0.931144
COL1A2,1942.318,1094.345,21,0.994968
COL1A1,1919.672,1095.209,21,0.960042
CPE,1990.039,1095.461,21,0.908283
ISLR,1620.429,1096.255,0,0.999998
MFAP2,1760.659,1098.824,20,0.984469
ISLR,1616.375,1100.375,0,0.999996
COL1A2,1813.343,1099.8,23,0.963824
EBF2,1705.971,1101.369,0,0.90455
CRABP2,1751.214,1102.206,20,0.983868
COL1A1,1918.787,1102.689,21,0.929993
FAM210B,1968.632,1102.274,21,0.951659
MFAP2,1836.0,1103.0,23,0.895672
COL1A2,1603.69,1104.952,0,0.999464
COL1A2,1829.875,1106.4,23,0.948271
ISLR,1944.627,1107.373,21,0.969866
COL3A1,1862.581,1107.465,22,0.992089
ISLR,1816.0,1111.0,23,0.972011
PTN,1824.364,1109.909,23,0.970975
COL1A2,1868.824,1112.056,22,0.994426
NUSAP1,1937.981,1110.981,21,0.909917
MFAP2,1811.22,1113.604,23,0.978489
COL3A1,1854.79,1115.89,22,0.984918
EBF2,1861.688,1114.781,22,0.901919
RSPO3,1959.738,1116.885,21,0.978031
PTN,1884.29,1119.065,22,0.994773
TBX18,1952.307,1117.446,21,0.751352
LRRN3,1721.259,1122.685,19,0.525787
PCSK1N,1736.889,1122.952,0,0.531431
MFAP2,1877.384,1123.342,22,0.989927
COL1A2,1557.778,1124.778,0,0.754842
COL1A1,1623.726,1126.84,0,0.996483
MFAP2,1833.25,1126.528,23,0.953396
MFAP2,1862.662,1127.056,22,0.985804
COL3A1,1563.538,1128.192,0,0.691241
RSPO3,1820.064,1128.596,23,0.972096
FAM210B,1923.028,1129.383,24,0.885938
PTN,1867.531,1129.813,22,0.993192
FAM210B,1907.833,1131.217,24,0.875306
COL1A1,1805.296,1131.73,23,0.983988
RSPO3,1875.224,1130.286,22,0.976493
MFAP2,1968.5,1132.5,21,0.957215
PTN,1562.388,1133.825,0,0.556007
COL3A1,1827.913,1133.25,23,0.963676
ISLR,1792.164,1135.41,23,0.942662
FBLN5,1586.679,1136.962,0,0.885921
COL1A2,1569.292,1137.292,27,0.668969
TPM1,1748.885,1137.125,20,0.984054
PTN,1845.762,1139.31,22,0.927098
CRABP2,1520.761,1140.315,0,0.82195
TCIM,1534.275,1140.42,0,0.997903
PTN,1945.5,1139.5,24,0.965369
CRABP2,1512.228,1141.158,0,0.923723
CRABP2,1516.5,1143.0,0,0.832559
PTN,1671.254,1143.143,0,0.976254
COL1A2,1968.604,1142.149,21,0.96494
COL1A1,1873.333,1143.407,22,0.954706
COL1A2,1891.326,1144.674,22,0.927465
ISLR,1657.068,1144.458,0,0.993817
RSPO3,1684.919,1145.568,0,0.993882
COL1A1,1881.156,1146.257,22,0.922903
ISLR,1569.882,1146.0,0,0.618398
COL1A2,1768.114,1146.977,20,0.942746
ISLR,1850.094,1147.573,22,0.813427
OGN,1647.317,1148.2,0,0.993652
ISLR,1661.119,1148.237,0,0.986251
COL9A2,1938.978,1148.826,24,0.972459
COL1A1,1548.132,1149.816,27,0.988326
OGN,1553.628,1151.698,27,0.976522
COL3A1,1583.018,1150.5,27,0.841359
COL3A1,1597.391,1149.817,27,0.620174
CRABP2,1559.097,1151.806,27,0.983477
COL3A1,1639.579,1151.605,0,0.869038
COL1A1,1822.508,1151.778,23,0.963206
PTN,1634.821,1154.839,0,0.84289
ISLR,1864.455,1155.227,25,0.79117
PTN,1620.0,1156.0,0,0.835105
PTN,1647.36,1157.76,0,0.712579
CRABP2,1653.471,1158.265,0,0.965986
ISLR,1736.387,1158.0,29,0.52135
OGN,1553.512,1159.233,27,0.987433
ISLR,1803.333,1158.778,23,0.938922
COL3A1,1677.739,1159.087,0,0.618067
COL3A1,1671.651,1160.651,0,0.602647
COL1A2,1881.01,1163.667,25,0.936901
COL1A1,1888.032,1161.81,24,0.753674
MFAP2,1681.84,1164.053,0,0.681813
MFAP2,1907.375,1161.625,24,0.98561
CPE,1750.083,1165.604,0,0.698921
COL1A1,1919.512,1166.419,24,0.995474
COL3A1,1587.5,1168.174,27,0.990942
COL1A1,1861.467,1166.867,25,0.987751
TRIL,1995.097,1168.653,0,0.941286
COL1A1,1804.954,1170.046,28,0.916836
COL1A2,1817.556,1169.278,28,0.933456
MFAP2,1565.108,1172.243,27,0.991202
COL1A1,1866.169,1174.786,25,0.994867
FBLN5,1896.0,1172.5,24,0.844156
COL1A1,1620.696,1173.174,30,0.807355
COL1A2,1732.384,1175.023,29,0.995758
MFAP2,1882.074,1175.758,25,0.938828
ELN,1559.412,1176.235,27,0.993539
MFAP2,1956.49,1176.269,24,0.688623
COL1A1,1574.832,1178.099,27,0.998253
MFAP2,1667.448,1180.119,30,0.544528
STMN2,1674.816,1179.828,0,0.991252
COL1A1,1562.858,1181.767,27,0.998756
MFAP2,1625.183,1182.083,30,0.886177
COL1A1,1726.963,1182.074,29,0.997943
CRABP2,1790.176,1183.824,28,0.960571
COL1A2,1849.32,1184.85,25,0.9655
MYRF,1884.762,1185.333,25,0.541005
MYRF,1750.0,1186.156,29,0.589455
EBF2,1766.762,1186.931,0,0.810348
PTN,1857.927,1186.341,25,0.992263
PTN,1618.973,1190.243,30,0.967047
COL1A2,1572.533,1191.55,27,0.998082
PTN,1854.97,1191.242,25,0.989185
MFAP2,1942.1,1191.6,24,0.689747
COL1A1,1747.4,1192.94,29,0.991965
ISLR,1672.625,1192.844,30,0.608487
COL1A1,1897.811,1195.226,25,0.925385
COL1A2,1722.541,1197.351,29,0.998279
COL3A1,1861.729,1196.746,25,0.992446
COL1A2,1995.4,1198.907,0,0.550248
COL1A2,1581.412,1198.118,27,0.996876
COL3A1,1744.885,1201.154,29,0.978735
COL1A1,1909.204,1201.867,33,0.895637
CCDC102B,1897.013,1202.346,0,0.614912
COL3A1,1872.667,1203.556,25,0.987211
COL1A1,1716.444,1202.861,29,0.998507
CRABP2,1546.927,1205.255,27,0.995199
LRRN3,1621.504,1205.079,30,0.918825
ISLR,1799.43,1206.0,28,0.945139
PTN,1812.013,1205.329,28,0.984288
COL1A1,1921.495,1205.776,33,0.954034
COL1A2,1568.439,1205.408,27,0.997647
MFAP2,1709.437,1207.497,29,0.990363
COL1A1,1723.125,1205.338,29,0.998284
COL1A2,1733.533,1207.107,29,0.994943
COL1A1,1876.148,1208.222,25,0.978707
LUM,1893.917,1209.15,33,0.959396
COL1A1,1871.4,1211.086,25,0.979868
RSPO3,1628.178,1211.978,30,0.889091
EBF2,1725.357,1212.643,29,0.949177
MYRF,1734.086,1213.171,29,0.793428
COL1A1,1671.778,1213.489,30,0.979906
COL1A2,1768.565,1211.978,31,0.960188
COL1A2,1838.932,1213.452,28,0.927198
RSPO3,1877.318,1213.636,25,0.959025
PTN,1572.358,1216.05,27,0.991387
COL1A2,1835.615,1218.128,28,0.950697
ISLR,1701.298,1217.511,29,0.973894
COL1A1,1750.368,1217.474,29,0.918699
COL1A1,1921.833,1218.111,33,0.985607
COL1A1,1751.75,1220.857,31,0.895888
TNNT1,1804.85,1220.215,28,0.591313
TBX18,1580.265,1220.912,27,0.526168
RSPO3,1854.818,1221.273,25,0.941703
COL3A1,1654.5,1221.5,30,0.99826
EBF2,1663.192,1222.838,30,0.95703
CRABP2,1734.818,1223.182,29,0.962222
CRABP2,1761.902,1223.422,31,0.96089
COL1A2,1769.629,1222.714,31,0.986701
COL1A2,1777.474,1222.701,31,0.985713
EBF2,1845.222,1223.333,0,0.485328
MFAP2,1552.128,1226.743,27,0.956179
COL1A1,1587.933,1226.333,27,0.975039
PTN,1861.276,1226.069,25,0.650799
EBF2,1938.205,1226.026,33,0.885432
ISLR,1868.353,1227.735,33,0.863239
COL1A2,1671.495,1228.495,30,0.99366
COL1A2,1903.095,1227.024,33,0.995223
EBF2,1908.944,1229.521,33,0.978354
COL3A1,1656.111,1229.139,30,0.997845
FBLN5,1994.384,1230.798,32,0.771931
ISLR,1640.367,1231.633,30,0.988066
COL1A1,1918.913,1231.554,33,0.989893
COL3A1,1560.644,1233.373,27,0.837585
COL1A2,1898.545,1233.909,33,0.996592
COL1A1,1944.663,1232.675,32,0.963818
MYRF,1978.085,1233.489,32,0.653092
CRABP2,1589.5,1233.5,27,0.87755
COL3A1,1655.727,1233.795,30,0.997109
MYRF,1790.491,1235.585,31,0.692794
PTN,1753.233,1236.433,31,0.984507
COL3A1,1776.938,1235.125,31,0.997185
COL1A1,1546.416,1235.442,27,0.831768
COL1A2,1650.756,1237.744,30,0.996769
COL1A1,1772.643,1237.929,31,0.996608
RSPO3,1927.432,1238.116,33,0.677682
COL1A1,1549.393,1240.5,27,0.715352
COL1A2,1641.769,1239.077,30,0.995194
COL1A2,1555.39,1239.488,27,0.738331
COL1A2,1719.537,1239.305,29,0.97908
ISLR,1702.507,1241.411,29,0.536494
CCDC102B,1912.708,1242.292,33,0.973045
MYRF,1918.0,1242.25,33,0.63926
COL3A1,1739.364,1244.705,31,0.957952
COL3A1,1725.767,1245.959,29,0.877792
GJA4,1661.702,1245.807,34,0.431479
COL3A1,1669.382,1245.853,30,0.991793
ISLR,1944.434,1246.415,32,0.965931
COL1A1,1991.931,1245.972,32,0.973384
FABP3,1926.315,1249.241,33,0.818524
COL1A2,1639.47,1249.697,30,0.978561
COL3A1,1786.435,1249.791,31,0.997
MYRF,1915.547,1250.453,33,0.648557
FBLN5,1953.888,1250.191,32,0.992849
CCDC102B,1669.34,1251.6,30,0.714513
COL1A2,1709.098,1252.049,29,0.633127
COL3A1,1734.281,1249.922,31,0.937958
COL3A1,1863.261,1252.605,33,0.710159
ISLR,1884.5,1252.0,33,0.977259
PTN,1940.529,1253.655,32,0.953649
COL1A1,1989.778,1253.148,32,0.980644
COL1A1,1556.667,1254.421,0,0.710887
MFAP2,1854.984,1255.222,0,0.815605
CLDN5,1626.316,1256.175,34,0.866648
COL1A1,1747.099,1255.923,31,0.973159
PAM,1618.176,1256.769,34,0.961825
COL1A2,1949.5,1257.727,32,0.991058
COL3A1,1594.5,1257.5,34,0.981092
COL1A2,1837.008,1258.5,0,0.695859
PTN,1660.452,1259.503,30,0.98235
ISLR,1974.683,1258.146,32,0.9916
ELN,1610.036,1260.321,34,0.989522
TCIM,1582.489,1264.064,0,0.533904
TBX5,1807.568,1265.516,0,0.956824
COL1A2,1892.214,1267.018,33,0.991182
ELN,1602.817,1268.437,34,0.99076
COL1A2,1953.811,1267.865,32,0.992193
CCDC102B,1640.0,1270.613,34,0.514388
COL1A2,1972.469,1270.714,32,0.996869
ISLR,1836.357,1270.893,0,0.986801
COL1A2,1951.238,1271.69,32,0.984774
COL1A2,1704.081,1273.414,0,0.567888
COL1A1,1987.433,1272.164,32,0.849107
NAV1,1601.032,1274.286,34,0.937892
RSPO3,1935.167,1272.48,32,0.804423
MFAP2,1616.908,1275.046,34,0.98056
CRABP2,1746.156,1276.531,35,0.624121
PTN,1885.269,1277.154,33,0.96751
COL1A2,1274.461,1279.578,0,1.0
PAM,1652.367,1280.679,34,0.931025
ISLR,1770.466,1280.616,35,0.942776
COL3A1,1777.949,1281.179,35,0.884999
PTN,1852.406,1281.416,0,0.84223
RSPO3,1877.597,1281.371,0,0.94312
COL3A1,1740.1,1282.442,35,0.985479
MFAP2,1801.092,1282.856,31,0.686131
ELN,1613.525,1285.303,34,0.994313
OGN,1846.079,1285.698,0,0.99316
GJA4,1574.444,1286.444,34,0.937824
MFAP2,1728.448,1285.724,35,0.962251
MYRF,1759.365,1286.635,35,0.636545
OGN,1879.083,1287.5,0,0.606802
COL1A1,1912.016,1287.758,36,0.896823
ISLR,1994.802,1287.035,228,0.567968
MFAP2,1642.0,1290.419,34,0.962401
COL1A1,1734.265,1290.918,35,0.996261
COL1A1,1891.975,1292.037,33,0.447398
COL1A2,1884.027,1291.973,36,0.613023
FBLN5,1876.075,1293.475,0,0.878745
PTN,1752.286,1296.408,35,0.997733
GJA4,1633.482,1298.582,34,0.988054
OGN,1950.244,1299.22,36,0.980258
ELN,1624.439,1301.136,34,0.989782
LUM,1871.842,1301.333,0,0.841226
OGN,1920.866,1300.107,36,0.993597
PTN,1939.357,1300.286,36,0.992357
ALDH1A1,1581.894,1301.882,0,0.961693
ALDH1A1,1670.243,1302.784,0,0.940997
MFAP2,1334.051,1304.343,0,1.0
RSPO3,1705.927,1302.963,35,0.538042
COL1A2,1769.932,1304.252,35,0.997145
PTN,1788.963,1303.407,35,0.987534
MFAP2,1905.889,1304.556,36,0.989062
FBLN5,1640.59,1305.89,34,0.615519
GJA4,1615.504,1306.985,34,0.955784
GJA4,1669.889,1307.933,0,0.631432
PTN,1764.714,1308.612,35,0.99818
ELN,1944.52,1308.28,36,0.985881
ISLR,1966.265,1308.265,36,0.950919
CPE,1776.771,1309.6,35,0.955854
TPM1,1791.086,1309.329,35,0.958932
ISLR,1904.951,1310.23,36,0.991029
MFAP2,1929.333,1309.222,36,0.994697
COL1A2,1891.932,1311.622,36,0.994034
OGN,1565.846,1313.169,0,0.987248
TCIM,1838.667,1311.352,0,0.998335
COL1A2,1843.164,1316.443,38,0.593292
CLDN5,1590.914,1318.649,37,0.989548
COL1A1,1765.14,1319.789,35,0.997797
COL1A2,1951.0,1320.034,36,0.997436
FAM210B,1717.15,1321.075,35,0.791025
ISLR,1995.515,1321.848,228,0.927075
NUSAP1,1680.258,1323.05,0,0.994246
COL3A1,1927.338,1323.563,36,0.996303
ISL1,1828.692,1321.923,0,0.786178
COL1A2,1704.645,1324.516,35,0.970861
COL1A1,1784.421,1325.318,35,0.964483
ALDH1A1,1661.316,1325.368,0,0.992567
EBF2,1827.491,1326.073,38,0.691194
COL1A2,1894.152,1325.303,36,0.995501
COL3A1,1766.667,1326.8,35,0.994729
COL1A2,1724.167,1329.281,35,0.99451
TCIM,1822.514,1330.214,0,0.811982
MFAP2,1881.339,1329.339,36,0.593756
ALDH1A1,1668.422,1329.644,0,0.996965
TBX5,1681.805,1330.707,0,0.998658
COL1A2,1958.025,1331.725,36,0.994789
