cell_id,x,y
1,9717.510795698925,4108.43176344086
2,4056.1583,5024.8565
3,2665.011,2970.2241000000004
4,3079.763333333334,2483.7656666666667
5,3368.6445,3376.3464999999997
6,3632.4790000000003,5088.4012
7,6100.443090909091,6415.160727272727
8,3599.6612,5229.9088
9,3942.4111,6492.47708
10,3619.2309999999998,3023.726
11,3782.1954482758624,6659.024793103448
12,2776.259,2351.6997499999998
13,4319.891166666666,1369.38
14,3093.535,3328.592
15,2909.31875,3192.3872499999998
16,5774.351647058824,6341.461117647058
17,3673.4457222222222,6189.624388888889
19,4000.532,2794.4644
20,3491.410085106383,6825.4175957446805
21,3899.5926923076922,6739.028692307693
22,2625.4605714285717,3227.3941428571425
23,3843.3289999999997,6701.578
24,2848.555,2456.6402000000003
25,3960.301,2919.6893333333333
26,2897.2483333333334,3544.286666666667
27,3804.89,4972.376833333333
28,3175.9526666666666,4738.416166666667
29,2388.66,2986.44
30,6127.05525,6573.34525
31,2437.4635,3020.406
32,2939.738,2723.943333333333
33,5804.64875,6244.55425
34,6164.5,6501.5
35,3054.578,3349.026
36,2803.484,3587.097
37,4046.94025,3126.24625
38,2662.795,3381.051
39,2847.6195,2783.9755
40,3277.3481999999995,3739.3228000000004
41,3159.6052307692307,7457.683307692308
42,3442.786,3254.786
43,3840.134,2977.1119999999996
44,3510.875,3160.0
45,3061.222,3375.333
46,2991.684333333333,3407.2083333333335
47,2984.180722222222,5236.013833333333
48,4006.9466,6769.5779999999995
50,2131.3903333333333,3961.1746666666663
51,2629.8942592592593,6047.832555555556
52,1864.789,3986.016
53,2918.813666666667,5334.190777777778
54,2741.1292000000003,2830.2493999999997
55,3022.1774666666665,5311.457333333334
56,2964.54,5406.5160000000005
57,3068.897,3598.541875
58,3922.74,2720.28
59,3521.0826666666667,3344.081666666667
60,2077.677,4094.492
61,2896.822571428572,5466.673428571428
62,3079.706,3470.7945
63,3464.8625,5180.5845
64,4202.2101999999995,3065.7258
66,2925.156,4659.422
68,4124.5017333333335,6467.966333333333
69,2672.6282,4410.4172
70,2466.4371176470586,6340.2747058823525
71,3807.9223684210524,6358.680947368421
72,8127.646333333333,4715.165666666667
73,2533.65,5291.369166666666
75,2741.0918333333334,3580.017333333333
76,4087.537666666667,3054.5033333333336
77,3729.789090909091,6886.969636363636
78,2800.663789473684,8023.02094736842
79,2846.6885,4651.843500000001
80,2691.6324999999997,3407.8005000000003
81,2821.463333333333,2830.027
82,3369.606888888889,5066.127777777778
83,3920.2,5007.3195
84,2856.4085,6808.345583333333
85,3747.7099999999996,6297.474636363637
86,3363.4003333333335,2944.207
87,3144.0,3180.387
88,2360.4836,2667.9004
89,2416.4120000000003,3220.5119999999997
90,4122.472125,6600.43725
91,2946.4883999999997,6873.779
93,3370.873,4787.036
94,4228.863714285714,6481.447
95,4174.80825,6604.30675
96,2563.661,4088.7889999999998
97,2642.26,4549.66
98,4239.63875,5361.9
99,3350.8140000000003,4692.58
100,2982.6235,3958.8835
101,2241.1802857142857,3525.205428571429
102,5902.552318181818,8384.932499999999
103,2883.87,2919.519
104,3669.868,5623.4625
105,3992.1085000000003,3429.881
106,3734.9066,6818.6992
107,3233.9,4689.483
108,3097.0164999999997,3917.1775
109,4541.3974,3864.3922
111,3404.934,4765.263
112,8622.118617021277,3074.781787234043
113,5268.549,5029.942333333333
114,4084.5,2892.5625
115,6679.148999999999,3802.60825
116,3998.4228125,6889.136125
117,2825.2965000000004,3371.9885
118,3707.2745,6778.815625
119,10134.380657894737,4642.022618421052
120,2495.878,6236.699529411764
121,6663.2865,3870.0675
122,3668.757,6542.698625
123,3765.41025,6182.5625
124,9136.857984848484,3704.045287878788
125,3607.2179999999994,2757.6013333333335
126,3607.3086000000003,6522.6440999999995
127,8726.2485,3206.2816944444444
128,3058.209125,8442.2660625
129,6633.9755000000005,3757.8895
130,3586.493142857143,5015.704714285714
131,8659.586,6762.276
132,3694.10775,6483.339
133,4194.611999999999,2971.5555
134,3968.109,3067.073
135,8381.2835,7356.105500000001
136,4132.538333333334,2870.4666666666667
137,2514.2375,3591.8905
139,2456.4334,2445.3378000000002
140,4027.0626666666667,3763.548666666667
142,4438.3369999999995,4964.261
143,6128.659133333334,1221.7858666666666
144,3034.667,2752.778
145,6204.143,6294.2880000000005
147,8290.493,6196.521000000001
148,3901.6529,6278.3313
150,4177.823833333333,6737.107833333333
151,4451.478999999999,6156.862499999999
152,10075.444827586207,6865.03124137931
153,4132.275727272728,6692.592636363636
155,3236.5853636363636,6941.711181818182
156,3716.177,6802.962
157,4466.089,3933.511
158,8990.871125,6609.6365000000005
159,2646.778,2229.0809999999997
161,3784.648333333333,6090.314666666666
162,3040.4757777777777,7626.508777777777
164,9332.088,5933.4225
165,2630.2735000000002,2617.4565000000002
166,2353.105,3221.605
167,1914.513222222222,3280.450333333333
168,3240.839,2742.661
169,3525.483,5597.586
170,3314.7389000000003,6843.3408
