parent_id,cell_type,cNCC_score,SPC_score
334,other,0.0,0.0
335,other,0.0,0.0
337,other,0.0,0.0
338,other,0.0,0.0
341,other,0.0,0.0
347,other,0.0,0.0
348,other,0.0,0.0
350,other,0.0,0.0
351,other,0.0,0.0
352,other,0.0,0.0
353,other,0.0,0.0
354,other,0.0,0.0
356,other,0.0,0.0
357,other,0.0,0.0
358,other,0.0,0.0
362,other,0.0,0.0
365,other,0.0,0.0
366,other,0.0,0.0
368,other,0.0,0.0
370,other,0.0,0.0
371,other,0.0,0.0
375,other,0.0,0.0
376,other,0.0,0.0
378,other,0.0,0.0
382,other,0.0,0.0
383,other,0.0,0.0
392,other,0.0,0.0
394,other,0.0,0.0
401,other,0.0,0.0
407,other,0.0,0.0
409,other,0.0,0.0
411,other,0.0,0.0
417,other,0.0,0.0
418,other,0.0,0.0
422,other,0.0,0.0
433,other,0.0,0.0
435,other,0.0,0.0
442,other,0.0,0.0
448,other,0.0,0.0
449,other,0.0,0.0
452,other,0.0,0.0
454,other,0.0,0.0
455,other,0.0,0.0
457,other,0.0,0.0
458,other,0.0,0.0
459,other,0.0,0.0
461,other,0.0,0.0
463,other,0.0,0.0
464,other,0.0,0.0
465,cNCC,3.0839578661674527,0.0
466,other,0.0,0.0
474,other,0.0,0.0
475,other,0.0,0.0
476,other,0.0,0.0
479,other,0.0,0.0
480,other,0.0,0.0
488,other,0.0,0.0
489,other,0.0,0.0
493,other,0.0,0.0
509,cNCC,3.017341833113979,0.0
541,other,0.0,0.0
550,cNCC,3.1083030505424323,0.0
552,other,0.0,0.0
555,other,0.0,0.0
562,other,0.0,0.0
563,other,0.0,0.0
564,SPC,0.0,6.90875477931522
569,other,0.0,0.0
571,other,0.0,0.0
577,cNCC,2.922970172550867,0.0
578,cNCC,2.958599933759798,0.0
582,other,0.0,0.0
584,other,0.0,0.0
592,other,0.0,0.0
593,other,0.0,0.0
600,other,0.0,0.0
602,other,0.0,0.0
604,other,0.0,0.0
605,other,0.0,0.0
607,other,0.0,0.0
611,other,0.0,0.0
612,other,0.0,0.0
615,other,0.0,0.0
616,cNCC,2.9774202299009835,0.0
617,other,0.0,0.0
618,SPC,0.0,6.2166061010848646
619,other,0.0,0.0
624,other,0.0,0.0
627,other,0.0,0.0
629,other,0.0,0.0
630,other,0.0,0.0
631,cNCC,3.45437738965761,0.0
632,cNCC,3.189412792277774,0.0
637,other,0.0,0.0
639,other,0.0,0.0
646,other,0.0,0.0
648,cNCC,2.8436870402140184,0.0
649,other,0.0,0.0
656,other,0.0,0.0
659,SPC,3.0385717575478584,6.077143515095717
675,other,0.0,0.0
680,other,0.0,0.0
681,other,0.0,0.0
688,other,0.0,0.0
691,other,0.0,0.0
692,other,0.0,0.0
693,other,0.0,0.0
696,other,0.0,0.0
698,other,0.0,0.0
699,other,0.0,0.0
700,other,0.0,0.0
702,other,0.0,0.0
703,other,0.0,0.0
704,other,0.0,0.0
706,other,0.0,0.0
709,other,0.0,0.0
710,other,0.0,0.0
723,cNCC,3.0839578661674527,0.0
727,cNCC,3.2863410316373156,0.0
729,other,0.0,0.0
730,other,0.0,0.0
733,other,0.0,0.0
734,other,0.0,0.0
735,other,0.0,0.0
740,other,0.0,0.0
743,other,0.0,0.0
744,other,0.0,0.0
749,other,0.0,0.0
750,other,0.0,0.0
751,other,0.0,0.0
753,other,0.0,0.0
754,other,0.0,0.0
757,other,0.0,0.0
759,other,0.0,0.0
760,other,0.0,0.0
762,other,0.0,0.0
763,other,0.0,0.0
764,SPC,0.0,6.7691426758635
765,other,0.0,0.0
768,other,0.0,0.0
769,other,0.0,0.0
774,other,0.0,0.0
775,other,0.0,0.0
778,other,0.0,0.0
783,cNCC,3.1083030505424323,0.0
787,other,0.0,0.0
788,other,0.0,0.0
792,other,0.0,0.0
798,other,0.0,0.0
799,other,0.0,0.0
802,other,0.0,0.0
815,other,0.0,0.0
816,other,0.0,0.0
818,other,0.0,0.0
820,other,0.0,0.0
823,other,0.0,0.0
830,other,0.0,0.0
833,other,0.0,0.0
834,other,0.0,0.0
835,other,0.0,0.0
838,other,0.0,0.0
842,other,0.0,0.0
847,other,0.0,0.0
848,other,0.0,0.0
855,other,0.0,0.0
858,other,0.0,0.0
862,other,0.0,0.0
870,other,0.0,0.0
874,other,0.0,0.0
881,SPC,0.0,6.646690170246266
885,other,0.0,0.0
895,other,0.0,0.0
926,other,0.0,0.0
936,other,0.0,0.0
942,other,0.0,0.0
944,other,0.0,0.0
955,other,0.0,0.0
975,other,0.0,0.0
984,SPC,3.1083030505424323,6.2166061010848646
990,cNCC,2.8738996800364878,0.0
993,other,0.0,0.0
995,other,0.0,0.0
1010,other,0.0,0.0
1014,other,0.0,0.0
1018,other,0.0,0.0
1038,cNCC,3.0385717575478584,0.0
1044,other,0.0,0.0
1048,other,0.0,0.0
1050,other,0.0,0.0
1051,other,0.0,0.0
1061,other,0.0,0.0
1062,other,0.0,0.0
1079,other,0.0,0.0
1081,other,0.0,0.0
1083,other,0.0,0.0
1100,other,0.0,0.0
1105,other,0.0,0.0
1108,other,0.0,0.0
1125,other,0.0,0.0
1152,other,0.0,0.0
1179,other,0.0,0.0
1180,other,0.0,0.0
1183,cNCC,3.0839578661674527,0.0
1206,cNCC,3.0839578661674527,0.0
1209,other,0.0,0.0
1210,other,0.0,0.0
1228,other,0.0,0.0
1240,other,0.0,0.0
1246,other,0.0,0.0
1250,other,0.0,0.0
1252,other,0.0,0.0
1253,other,0.0,0.0
1257,other,0.0,0.0
1260,other,0.0,0.0
1261,other,0.0,0.0
1262,other,0.0,0.0
1263,other,0.0,0.0
1264,other,0.0,0.0
1265,other,0.0,0.0
1268,other,0.0,0.0
1269,other,0.0,0.0
1271,other,0.0,0.0
1272,other,0.0,0.0
1274,other,0.0,0.0
1275,other,0.0,0.0
1279,other,0.0,0.0
1284,other,0.0,0.0
1286,other,0.0,0.0
1287,other,0.0,0.0
1288,other,0.0,0.0
1290,other,0.0,0.0
1292,other,0.0,0.0
1294,other,0.0,0.0
1301,other,0.0,0.0
1302,other,0.0,0.0
1304,other,0.0,0.0
1305,other,0.0,0.0
1308,other,0.0,0.0
1311,other,0.0,0.0
1312,other,0.0,0.0
1319,other,0.0,0.0
1320,other,0.0,0.0
1325,other,0.0,0.0
1327,other,0.0,0.0
1329,other,0.0,0.0
1332,other,0.0,0.0
1334,other,0.0,0.0
1337,other,0.0,0.0
1343,other,0.0,0.0
1345,other,0.0,0.0
1347,other,0.0,0.0
1348,other,0.0,0.0
1351,other,0.0,0.0
1353,other,0.0,0.0
1358,other,0.0,0.0
1359,other,0.0,0.0
1360,other,0.0,0.0
1365,other,0.0,0.0
1366,other,0.0,0.0
1374,other,0.0,0.0
1375,other,0.0,0.0
1377,other,0.0,0.0
1378,other,0.0,0.0
1385,other,0.0,0.0
1388,other,0.0,0.0
1389,other,0.0,0.0
1393,other,0.0,0.0
1397,other,0.0,0.0
1399,other,0.0,0.0
1400,other,0.0,0.0
1403,other,0.0,0.0
1405,other,0.0,0.0
1409,other,0.0,0.0
1412,other,0.0,0.0
1419,other,0.0,0.0
1420,other,0.0,0.0
1422,other,0.0,0.0
1426,other,0.0,0.0
1428,other,0.0,0.0
1440,other,0.0,0.0
1441,other,0.0,0.0
1444,other,0.0,0.0
1450,other,0.0,0.0
1451,other,0.0,0.0
1455,other,0.0,0.0
1462,other,0.0,0.0
1463,other,0.0,0.0
1465,other,0.0,0.0
1467,other,0.0,0.0
1469,other,0.0,0.0
1470,other,0.0,0.0
1471,other,0.0,0.0
1473,other,0.0,0.0
1482,other,0.0,0.0
1484,other,0.0,0.0
1489,other,0.0,0.0
1495,other,0.0,0.0
1497,other,0.0,0.0
1498,other,0.0,0.0
1502,other,0.0,0.0
1503,other,0.0,0.0
1506,other,0.0,0.0
1507,other,0.0,0.0
1508,other,0.0,0.0
1509,other,0.0,0.0
1514,other,0.0,0.0
1515,other,0.0,0.0
1519,other,0.0,0.0
1521,other,0.0,0.0
1524,other,0.0,0.0
1526,other,0.0,0.0
1529,other,0.0,0.0
1530,other,0.0,0.0
1531,other,0.0,0.0
1532,other,0.0,0.0
1535,other,0.0,0.0
1540,other,0.0,0.0
1544,other,0.0,0.0
1547,other,0.0,0.0
1548,other,0.0,0.0
1553,other,0.0,0.0
1554,other,0.0,0.0
1556,other,0.0,0.0
1557,other,0.0,0.0
1558,other,0.0,0.0
1559,other,0.0,0.0
1560,other,0.0,0.0
1561,other,0.0,0.0
1564,other,0.0,0.0
1567,other,0.0,0.0
1568,other,0.0,0.0
1575,other,0.0,0.0
1579,other,0.0,0.0
1582,other,0.0,0.0
1583,other,0.0,0.0
1590,other,0.0,0.0
1593,other,0.0,0.0
1599,other,0.0,0.0
1601,other,0.0,0.0
1606,other,0.0,0.0
1608,other,0.0,0.0
1610,other,0.0,0.0
1611,other,0.0,0.0
1613,other,0.0,0.0
1615,other,0.0,0.0
1617,other,0.0,0.0
1622,other,0.0,0.0
1624,other,0.0,0.0
1635,other,0.0,0.0
1638,other,0.0,0.0
1639,other,0.0,0.0
1642,other,0.0,0.0
1644,other,0.0,0.0
1646,other,0.0,0.0
1648,other,0.0,0.0
1649,other,0.0,0.0
1650,other,0.0,0.0
1651,other,0.0,0.0
1652,other,0.0,0.0
1653,other,0.0,0.0
1654,other,0.0,0.0
1661,other,0.0,0.0
1662,other,0.0,0.0
1663,other,0.0,0.0
1664,other,0.0,0.0
1667,other,0.0,0.0
1668,other,0.0,0.0
1670,other,0.0,0.0
1672,other,0.0,0.0
1673,other,0.0,0.0
1677,other,0.0,0.0
1680,other,0.0,0.0
1681,other,0.0,0.0
1682,other,0.0,0.0
1685,other,0.0,0.0
1686,other,0.0,0.0
1687,other,0.0,0.0
1689,other,0.0,0.0
1690,other,0.0,0.0
1694,other,0.0,0.0
1695,other,0.0,0.0
1696,other,0.0,0.0
1699,other,0.0,0.0
1707,other,0.0,0.0
1722,other,0.0,0.0
1727,other,0.0,0.0
1728,other,0.0,0.0
1733,other,0.0,0.0
1737,other,0.0,0.0
1747,other,0.0,0.0
1748,other,0.0,0.0
1751,other,0.0,0.0
1752,other,0.0,0.0
1756,other,0.0,0.0
1757,other,0.0,0.0
1760,other,0.0,0.0
1767,other,0.0,0.0
1774,other,0.0,0.0
1776,other,0.0,0.0
1778,other,0.0,0.0
1782,other,0.0,0.0
1807,other,0.0,0.0
1825,other,0.0,0.0
1826,other,0.0,0.0
1828,other,0.0,0.0
1829,other,0.0,0.0
1830,other,0.0,0.0
1831,other,0.0,0.0
1832,other,0.0,0.0
1833,other,0.0,0.0
1834,other,0.0,0.0
1835,other,0.0,0.0
1836,other,0.0,0.0
1837,other,0.0,0.0
1838,other,0.0,0.0
1839,other,0.0,0.0
1841,other,0.0,0.0
1842,other,0.0,0.0
1843,other,0.0,0.0
1845,other,0.0,0.0
1846,other,0.0,0.0
1847,other,0.0,0.0
1849,other,0.0,0.0
1850,other,0.0,0.0
1851,other,0.0,0.0
1853,other,0.0,0.0
1854,other,0.0,0.0
1855,other,0.0,0.0
1857,other,0.0,0.0
1860,other,0.0,0.0
1861,other,0.0,0.0
1863,other,0.0,0.0
1865,other,0.0,0.0
1867,other,0.0,0.0
1870,other,0.0,0.0
1872,other,0.0,0.0
1873,other,0.0,0.0
1874,other,0.0,0.0
1877,other,0.0,0.0
1878,other,0.0,0.0
1879,other,0.0,0.0
1880,other,0.0,0.0
1881,other,0.0,0.0
1882,other,0.0,0.0
1884,other,0.0,0.0
1885,other,0.0,0.0
1886,other,0.0,0.0
1887,other,0.0,0.0
1888,other,0.0,0.0
1889,other,0.0,0.0
1893,other,0.0,0.0
1894,other,0.0,0.0
1897,other,0.0,0.0
1899,other,0.0,0.0
1900,other,0.0,0.0
1906,other,0.0,0.0
1907,other,0.0,0.0
1911,other,0.0,0.0
1912,other,0.0,0.0
1913,other,0.0,0.0
1915,other,0.0,0.0
1917,other,0.0,0.0
1919,other,0.0,0.0
1920,other,0.0,0.0
1923,other,0.0,0.0
1926,other,0.0,0.0
1927,other,0.0,0.0
1929,other,0.0,0.0
1930,other,0.0,0.0
1931,other,0.0,0.0
1932,other,0.0,0.0
1933,other,0.0,0.0
1934,other,0.0,0.0
1937,other,0.0,0.0
1938,other,0.0,0.0
1939,other,0.0,0.0
1940,other,0.0,0.0
1941,other,0.0,0.0
1942,other,0.0,0.0
1944,other,0.0,0.0
1945,other,0.0,0.0
1946,other,0.0,0.0
1947,other,0.0,0.0
1948,other,0.0,0.0
1965,other,0.0,0.0
1966,other,0.0,0.0
1968,other,0.0,0.0
1972,other,0.0,0.0
1973,other,0.0,0.0
1975,other,0.0,0.0
1983,other,0.0,0.0
1986,other,0.0,0.0
1987,other,0.0,0.0
1991,other,0.0,0.0
1995,other,0.0,0.0
1996,other,0.0,0.0
2001,other,0.0,0.0
2004,other,0.0,0.0
2005,other,0.0,0.0
2009,other,0.0,0.0
2013,other,0.0,0.0
2015,other,0.0,0.0
2021,other,0.0,0.0
2022,other,0.0,0.0
2026,other,0.0,0.0
2040,other,0.0,0.0
2042,other,0.0,0.0
2046,other,0.0,0.0
2051,other,0.0,0.0
2053,other,0.0,0.0
2058,other,0.0,0.0
2060,other,0.0,0.0
2065,other,0.0,0.0
2068,other,0.0,0.0
2072,other,0.0,0.0
2074,cNCC,3.060747751080677,0.0
2094,other,0.0,0.0
2096,other,0.0,0.0
2101,other,0.0,0.0
2104,other,0.0,0.0
2110,other,0.0,0.0
2112,other,0.0,0.0
2113,other,0.0,0.0
2115,SPC,0.0,6.034683666227958
2116,other,0.0,0.0
2117,other,0.0,0.0
2118,other,0.0,0.0
2119,other,0.0,0.0
2120,other,0.0,0.0
2124,other,0.0,0.0
2127,other,0.0,0.0
2129,other,0.0,0.0
2135,other,0.0,0.0
2136,other,0.0,0.0
2139,other,0.0,0.0
2145,other,0.0,0.0
2151,other,0.0,0.0
2158,other,0.0,0.0
2162,other,0.0,0.0
2164,other,0.0,0.0
2166,other,0.0,0.0
2170,other,0.0,0.0
2171,other,0.0,0.0
2172,other,0.0,0.0
2173,other,0.0,0.0
2177,other,0.0,0.0
2178,other,0.0,0.0
2182,other,0.0,0.0
2183,other,0.0,0.0
2196,other,0.0,0.0
2197,other,0.0,0.0
2220,other,0.0,0.0
2221,other,0.0,0.0
2222,other,0.0,0.0
2226,other,0.0,0.0
2228,other,0.0,0.0
2231,other,0.0,0.0
2232,other,0.0,0.0
2239,other,0.0,0.0
2242,other,0.0,0.0
2245,other,0.0,0.0
2248,other,0.0,0.0
2249,other,0.0,0.0
2251,other,0.0,0.0
2254,other,0.0,0.0
2258,other,0.0,0.0
2259,other,0.0,0.0
2260,cNCC,3.060747751080677,0.0
2261,other,0.0,0.0
2266,other,0.0,0.0
2267,other,0.0,0.0
2268,other,0.0,0.0
2269,other,0.0,0.0
2270,other,0.0,0.0
2272,cNCC,2.906069249646913,0.0
2277,other,0.0,0.0
2281,other,0.0,0.0
2282,other,0.0,0.0
2285,other,0.0,0.0
2297,other,0.0,0.0
2300,other,0.0,0.0
2302,other,0.0,0.0
2307,other,0.0,0.0
2309,other,0.0,0.0
2310,other,0.0,0.0
2313,other,0.0,0.0
2316,SPC,0.0,6.167915732334905
2317,other,0.0,0.0
2318,other,0.0,0.0
2321,other,0.0,0.0
2322,other,0.0,0.0
2325,other,0.0,0.0
2327,other,0.0,0.0
2332,other,0.0,0.0
2335,other,0.0,0.0
2340,other,0.0,0.0
2344,other,0.0,0.0
2352,other,0.0,0.0
2358,other,0.0,0.0
2361,other,0.0,0.0
2362,other,0.0,0.0
2363,other,0.0,0.0
2364,other,0.0,0.0
2367,other,0.0,0.0
2373,other,0.0,0.0
2375,other,0.0,0.0
2378,other,0.0,0.0
2384,cNCC,3.4221414280132816,0.0
2388,cNCC,2.958599933759798,0.0
2389,other,0.0,0.0
2391,other,0.0,0.0
2395,other,0.0,0.0
2397,other,0.0,0.0
2400,other,0.0,0.0
2405,other,0.0,0.0
2420,other,0.0,0.0
2421,other,0.0,0.0
2430,other,0.0,0.0
2435,other,0.0,0.0
2485,other,0.0,0.0
2486,other,0.0,0.0
2505,other,0.0,0.0
2513,other,0.0,0.0
2544,other,0.0,0.0
2549,other,0.0,0.0
2551,other,0.0,0.0
2562,other,0.0,0.0
2572,cNCC,2.958599933759798,0.0
2591,other,0.0,0.0
2598,other,0.0,0.0
2604,other,0.0,0.0
2621,other,0.0,0.0
2622,other,0.0,0.0
2623,SPC,0.0,6.167915732334905
2624,other,0.0,0.0
2627,other,0.0,0.0
2635,other,0.0,0.0
2646,other,0.0,0.0
2648,other,0.0,0.0
2652,other,0.0,0.0
2654,SPC,0.0,5.917199867519596
2655,other,0.0,0.0
2656,cNCC,3.323345085123133,0.0
2659,other,0.0,0.0
2664,other,0.0,0.0
2665,other,0.0,0.0
2669,other,0.0,0.0
2683,other,0.0,0.0
2688,other,0.0,0.0
2704,cNCC,2.922970172550867,0.0
2711,SPC,0.0,6.167915732334905
2718,cNCC,3.1083030505424323,0.0
2732,cNCC,3.0839578661674527,0.0
2735,cNCC,3.0385717575478584,0.0
2737,other,0.0,0.0
2740,other,0.0,0.0
2745,other,0.0,0.0
2766,other,0.0,0.0
2767,other,0.0,0.0
2768,other,0.0,0.0
2773,other,0.0,0.0
2778,other,0.0,0.0
2783,other,0.0,0.0
2786,SPC,0.0,5.717127377459133
2787,other,0.0,0.0
2794,other,0.0,0.0
2805,other,0.0,0.0
2809,other,0.0,0.0
2825,other,0.0,0.0
2844,other,0.0,0.0
2849,other,0.0,0.0
2858,other,0.0,0.0
2862,other,0.0,0.0
2865,other,0.0,0.0
2868,other,0.0,0.0
2876,other,0.0,0.0
2878,other,0.0,0.0
2886,other,0.0,0.0
2890,SPC,0.0,5.993961427306569
2898,other,0.0,0.0
2906,other,0.0,0.0
2914,other,0.0,0.0
2925,other,0.0,0.0
2927,other,0.0,0.0
2948,other,0.0,0.0
2954,other,0.0,0.0
2963,other,0.0,0.0
2971,other,0.0,0.0
2987,other,0.0,0.0
2992,other,0.0,0.0
3006,cNCC,3.060747751080677,0.0
3026,other,0.0,0.0
3052,other,0.0,0.0
3062,other,0.0,0.0
3089,other,0.0,0.0
3094,other,0.0,0.0
3129,other,0.0,0.0
3130,other,0.0,0.0
3134,other,0.0,0.0
3145,cNCC,3.1083030505424323,0.0
3173,other,0.0,0.0
3180,other,0.0,0.0
3220,other,0.0,0.0
3222,other,0.0,0.0
3224,other,0.0,0.0
3227,other,0.0,0.0
3244,other,0.0,0.0
3251,other,0.0,0.0
3259,other,0.0,0.0
3297,other,0.0,0.0
3302,other,0.0,0.0
3338,other,0.0,0.0
3352,other,0.0,0.0
3377,other,0.0,0.0
3441,other,0.0,0.0
3497,other,0.0,0.0
3498,other,0.0,0.0
3544,other,0.0,0.0
3556,other,0.0,0.0
3565,other,0.0,0.0
3591,other,0.0,0.0
3605,other,0.0,0.0
3615,other,0.0,0.0
3618,other,0.0,0.0
3619,other,0.0,0.0
3628,other,0.0,0.0
3650,other,0.0,0.0
3727,other,0.0,0.0
3728,other,0.0,0.0
3729,other,0.0,0.0
3730,other,0.0,0.0
3731,other,0.0,0.0
3732,other,0.0,0.0
3733,other,0.0,0.0
3737,other,0.0,0.0
3738,other,0.0,0.0
3741,other,0.0,0.0
3743,other,0.0,0.0
3745,other,0.0,0.0
3746,other,0.0,0.0
3751,other,0.0,0.0
3753,other,0.0,0.0
3754,other,0.0,0.0
3755,other,0.0,0.0
3756,other,0.0,0.0
3758,other,0.0,0.0
3768,other,0.0,0.0
3771,other,0.0,0.0
3772,other,0.0,0.0
3773,other,0.0,0.0
3774,other,0.0,0.0
3796,other,0.0,0.0
3797,other,0.0,0.0
3799,other,0.0,0.0
3804,other,0.0,0.0
3815,other,0.0,0.0
3818,other,0.0,0.0
3827,other,0.0,0.0
3828,other,0.0,0.0
3847,other,0.0,0.0
3859,other,0.0,0.0
3870,other,0.0,0.0
3890,other,0.0,0.0
3899,other,0.0,0.0
3911,other,0.0,0.0
3963,other,0.0,0.0
3965,other,0.0,0.0
3996,other,0.0,0.0
4030,other,0.0,0.0
4046,other,0.0,0.0
4058,other,0.0,0.0
4061,other,0.0,0.0
4070,other,0.0,0.0
4072,other,0.0,0.0
4077,other,0.0,0.0
4080,other,0.0,0.0
4090,other,0.0,0.0
4097,other,0.0,0.0
4107,other,0.0,0.0
4125,other,0.0,0.0
4156,other,0.0,0.0
4165,other,0.0,0.0
4170,other,0.0,0.0
4179,other,0.0,0.0
4194,other,0.0,0.0
4196,other,0.0,0.0
4198,other,0.0,0.0
4200,other,0.0,0.0
4202,other,0.0,0.0
4203,other,0.0,0.0
4208,other,0.0,0.0
4209,other,0.0,0.0
4210,other,0.0,0.0
4211,other,0.0,0.0
4212,other,0.0,0.0
4218,other,0.0,0.0
4219,other,0.0,0.0
4223,other,0.0,0.0
4228,other,0.0,0.0
4229,other,0.0,0.0
4239,other,0.0,0.0
4241,other,0.0,0.0
4244,other,0.0,0.0
4246,other,0.0,0.0
4248,other,0.0,0.0
4250,other,0.0,0.0
4258,other,0.0,0.0
4259,other,0.0,0.0
4262,other,0.0,0.0
4264,other,0.0,0.0
4265,other,0.0,0.0
4266,other,0.0,0.0
4273,other,0.0,0.0
4274,other,0.0,0.0
4278,other,0.0,0.0
4282,other,0.0,0.0
4291,other,0.0,0.0
4294,other,0.0,0.0
4295,other,0.0,0.0
4296,other,0.0,0.0
4297,other,0.0,0.0
4299,other,0.0,0.0
4300,other,0.0,0.0
4304,other,0.0,0.0
4307,other,0.0,0.0
4312,other,0.0,0.0
4313,other,0.0,0.0
4315,other,0.0,0.0
4316,other,0.0,0.0
4318,other,0.0,0.0
4319,other,0.0,0.0
4321,other,0.0,0.0
4323,other,0.0,0.0
4325,other,0.0,0.0
4326,other,0.0,0.0
4327,other,0.0,0.0
4329,other,0.0,0.0
4331,other,0.0,0.0
4332,other,0.0,0.0
4334,other,0.0,0.0
4336,other,0.0,0.0
4337,other,0.0,0.0
4338,other,0.0,0.0
4339,other,0.0,0.0
4340,other,0.0,0.0
4343,other,0.0,0.0
4344,other,0.0,0.0
4345,other,0.0,0.0
4348,other,0.0,0.0
4349,other,0.0,0.0
4351,other,0.0,0.0
4352,other,0.0,0.0
4354,other,0.0,0.0
4355,other,0.0,0.0
4358,other,0.0,0.0
4359,other,0.0,0.0
4364,other,0.0,0.0
4368,other,0.0,0.0
4370,other,0.0,0.0
4377,other,0.0,0.0
4378,other,0.0,0.0
4383,other,0.0,0.0
4386,other,0.0,0.0
4392,other,0.0,0.0
4394,other,0.0,0.0
4396,other,0.0,0.0
4397,other,0.0,0.0
4398,other,0.0,0.0
4400,other,0.0,0.0
4402,other,0.0,0.0
4403,other,0.0,0.0
4406,other,0.0,0.0
4408,other,0.0,0.0
4409,other,0.0,0.0
4411,other,0.0,0.0
4412,other,0.0,0.0
4417,other,0.0,0.0
4433,other,0.0,0.0
4435,other,0.0,0.0
4436,other,0.0,0.0
4438,other,0.0,0.0
4443,other,0.0,0.0
4444,other,0.0,0.0
4445,other,0.0,0.0
4447,other,0.0,0.0
4450,other,0.0,0.0
4454,other,0.0,0.0
4455,other,0.0,0.0
4458,other,0.0,0.0
4463,other,0.0,0.0
4464,other,0.0,0.0
4467,other,0.0,0.0
4471,other,0.0,0.0
4472,other,0.0,0.0
4476,other,0.0,0.0
4478,other,0.0,0.0
4479,other,0.0,0.0
4482,other,0.0,0.0
4486,other,0.0,0.0
4487,other,0.0,0.0
4489,other,0.0,0.0
4490,other,0.0,0.0
4491,other,0.0,0.0
4492,other,0.0,0.0
4493,other,0.0,0.0
4495,other,0.0,0.0
4499,other,0.0,0.0
4503,other,0.0,0.0
4507,other,0.0,0.0
4508,other,0.0,0.0
4511,other,0.0,0.0
4514,other,0.0,0.0
4515,other,0.0,0.0
4516,other,0.0,0.0
4517,other,0.0,0.0
4519,other,0.0,0.0
4520,other,0.0,0.0
4521,other,0.0,0.0
4522,other,0.0,0.0
4523,other,0.0,0.0
4524,other,0.0,0.0
4525,other,0.0,0.0
4526,other,0.0,0.0
4527,other,0.0,0.0
4529,other,0.0,0.0
4530,other,0.0,0.0
4532,other,0.0,0.0
4534,other,0.0,0.0
4536,other,0.0,0.0
4537,other,0.0,0.0
4538,other,0.0,0.0
4539,other,0.0,0.0
4548,other,0.0,0.0
4557,other,0.0,0.0
4558,other,0.0,0.0
4562,other,0.0,0.0
4571,other,0.0,0.0
4574,other,0.0,0.0
4575,other,0.0,0.0
4579,other,0.0,0.0
4583,other,0.0,0.0
4584,other,0.0,0.0
4585,other,0.0,0.0
4590,other,0.0,0.0
4595,other,0.0,0.0
4597,other,0.0,0.0
4598,other,0.0,0.0
4599,other,0.0,0.0
4601,other,0.0,0.0
4602,other,0.0,0.0
4603,other,0.0,0.0
4605,other,0.0,0.0
4606,other,0.0,0.0
4609,other,0.0,0.0
4611,other,0.0,0.0
4612,other,0.0,0.0
4614,other,0.0,0.0
4621,other,0.0,0.0
4622,other,0.0,0.0
4625,other,0.0,0.0
4630,other,0.0,0.0
4632,other,0.0,0.0
4634,other,0.0,0.0
4638,other,0.0,0.0
4639,other,0.0,0.0
