parent_id,ALDH1A1,COL1A1,COL3A1,CPE,CRABP2,EBF2,ELN,FABP3,FAM210B,HSPB7,ISL1,ISLR,LDB3,LRRN3,MFAP2,MT1F,MT2A,MYBPC3,MYH6,MYH7,MYL2,MYL3,MYOM1,MYOZ2,MYRF,NPPA,NUSAP1,PAM,PTN,RSPO3,SBSPON,SLC39A8,SLC8A1,SORBS2,STMN2,TBX18,TBX5,TCF21,TNNI1,TNNT1,TOP2A,TPM1
607,0.0,0.0,0.0,0.0,0.0,0.0,5.687374080428037,0.0,0.0,0.0,0.0,0.0,6.783724827624065,0.0,0.0,0.0,5.687374080428037,8.249190709087875,0.0,5.687374080428037,6.378825584555548,6.378825584555548,5.687374080428037,5.687374080428037,0.0,0.0,0.0,6.378825584555548,0.0,0.0,0.0,0.0,6.378825584555548,6.783724827624065,0.0,0.0,5.687374080428037,0.0,0.0,0.0,0.0,5.687374080428037
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.267799590092823,0.0,0.0,0.0,0.0,6.959998122405276,6.267799590092823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.267799590092823,0.0,6.267799590092823,0.0,0.0,0.0,0.0,0.0,7.365146814340268,0.0,0.0,8.212082933606414,6.959998122405276,0.0,0.0,6.267799590092823,0.0,0.0
652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,0.0,7.552637157608365,6.860014563948276,0.0,0.0,0.0,0.0,0.0,0.0,7.265129978035143,0.0,8.2455219414855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860014563948276,0.0,0.0,0.0
715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167915732334905,6.167915732334905,0.0,0.0,0.0,7.775675758511548,0.0,0.0,0.0,7.552637157608365,0.0,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,0.0,6.167915732334905,6.860014563948276,0.0,0.0,0.0,0.0,6.860014563948276,0.0,7.552637157608365,0.0
779,0.0,0.0,0.0,0.0,5.917199867519596,0.0,0.0,5.917199867519596,0.0,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7067128739802735,0.0,7.301472639381708,6.608999776101094,6.608999776101094,5.917199867519596,0.0,0.0,6.608999776101094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0140153898827995,0.0,0.0,5.917199867519596,0.0,5.917199867519596,0.0,5.917199867519596,5.917199867519596
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68586094706836,0.0,0.0,5.993961427306569,0.0,7.3783837129967145,5.993961427306569,0.0,0.0,7.0909098220799835,0.0,5.993961427306569,0.0,7.937731775260109,0.0,7.3783837129967145,0.0,0.0,0.0,0.0,5.993961427306569,0.0,0.0,0.0,5.993961427306569,0.0,0.0,0.0,0.0,0.0
829,0.0,6.034683666227958,6.7266330027636645,6.034683666227958,0.0,0.0,6.034683666227958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.419180722820095,0.0,0.0,6.034683666227958,0.0,0.0,0.0,0.0,0.0,0.0,6.034683666227958,7.978539489064328,0.0,6.034683666227958,0.0,0.0,0.0,6.034683666227958,0.0,0.0,0.0,7.1316985104669115,0.0,6.034683666227958,0.0,0.0,0.0,0.0
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,6.2166061010848646,0.0,0.0,6.2166061010848646,0.0,0.0,0.0,0.0,8.160803920954665,0.0,6.2166061010848646,0.0,6.2166061010848646,6.2166061010848646,6.2166061010848646,0.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90875477931522,0.0,6.2166061010848646,6.2166061010848646
846,0.0,0.0,0.0,6.813544494621113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.218643271861805,7.218643271861805,6.813544494621113,7.506142128543193,0.0,0.0,6.121495502161354,0.0,0.0,6.121495502161354,6.813544494621113,0.0,7.506142128543193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,0.0,0.0,7.461715351917766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.077143515095717,0.0,6.077143515095717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.174224817643044,0.0,0.0,0.0,0.0,0.0,6.7691426758635,0.0,0.0,0.0,0.0,8.154575156406663,0.0,6.077143515095717,0.0,7.174224817643044,0.0,0.0
