gene,spotX,spotY,parent_id,parent_prob
MYH6,3540.795,1906.231,2498,0.1118033988749895
MYL3,3179.745,1907.039,2740,1.0
NPPA,2922.094,1907.906,2739,1.0
MT1F,2898.919,1910.486,2739,1.0
NPPA,3300.909,1910.055,1767,0.3807886552931954
NPPA,2954.944,1911.537,2739,0.35
MYL3,3317.886,1911.057,1767,1.0
SORBS2,3324.239,1912.63,1767,1.0
NPPA,3010.619,1913.603,1275,1.0
NPPA,3025.435,1913.587,1275,1.0
LDB3,3558.765,1911.971,2498,0.95524865872714
MYL3,3234.35,1914.9,2740,0.15
MYH6,2914.769,1913.615,2739,1.0
SORBS2,2919.176,1915.176,2739,1.0
MYH6,2935.9,1916.4,2739,1.0
NPPA,3137.469,1915.781,1173,1.0
TNNI1,3552.795,1917.568,2498,0.8321658488546619
TNNI1,3005.918,1918.426,1275,1.0
TBX5,3560.181,1919.653,2498,1.0
NPPA,3649.412,1919.618,4153,1.0
MYH6,3358.194,1921.452,1767,1.0
NPPA,3270.342,1922.382,3306,0.6020797289396148
NPPA,3056.188,1923.271,1275,1.0
NPPA,3263.905,1923.286,3306,0.6264982043070834
MYRF,3714.827,1922.712,12162,0.6726812023536854
HSPB7,3460.775,1923.325,267,0.282842712474619
NPPA,3114.483,1926.733,9041,1.0
HSPB7,3566.457,1926.086,2498,1.0
MYRF,3677.642,1925.552,4153,1.0
NPPA,3305.557,1927.886,1767,0.5852349955359812
COL3A1,3066.75,1927.625,1275,1.0
NPPA,3370.778,1928.578,1767,0.9513148795220224
NPPA,3606.813,1927.75,1657,1.0
MYOZ2,3062.059,1928.868,1275,1.0
NPPA,3489.909,1927.659,267,0.97082439194738
TNNI1,3313.455,1929.364,1767,0.9340770846134704
MT1F,2517.889,1930.639,5631,1.0
MYH6,3014.178,1931.378,1275,1.0
MT1F,3107.697,1932.076,9041,0.9192388155425116
NPPA,3476.787,1930.77,267,1.0
MYBPC3,3487.935,1931.839,267,1.0
FAM210B,2940.343,1932.4,2739,0.8139410298049853
FAM210B,3042.615,1932.885,1275,1.0
NUSAP1,2509.233,1933.75,5631,1.0
NPPA,3513.075,1934.509,267,0.4609772228646444
NPPA,2891.209,1935.165,2739,0.5315072906367325
NPPA,3411.811,1936.824,995,0.15
MT2A,3274.24,1937.06,3306,0.9899494936611666
NPPA,3383.66,1937.34,1767,0.3807886552931954
NPPA,3500.683,1937.146,267,0.95524865872714
MYBPC3,3350.283,1937.057,1767,1.0
MYH6,3452.28,1939.2,267,0.5315072906367325
PAM,3594.991,1941.384,1657,1.0
NPPA,3680.676,1941.647,4153,0.5590169943749475
SLC39A8,3434.234,1943.625,267,0.3535533905932738
NPPA,3030.73,1945.0,1275,1.0
PAM,3628.692,1944.821,1657,1.0
MT1F,2829.318,1945.955,3039,1.0
TBX5,3007.343,1946.857,1275,0.9192388155425116
NPPA,3424.306,1948.118,995,0.5852349955359812
PAM,3616.262,1946.524,1657,1.0
MYH6,3707.813,1947.438,12162,0.1118033988749895
FAM46C,2989.333,1948.833,1275,0.2121320343559642
LDB3,3441.778,1946.056,267,0.5385164807134504
NPPA,2998.429,1948.714,1275,0.5315072906367325
NPPA,3641.6,1948.833,1657,0.6726812023536854
NPPA,3297.124,1949.517,1867,1.0
MYOZ2,3442.282,1950.129,267,0.7280109889280518
MYH6,3277.533,1952.133,1867,1.0
MYRF,3714.882,1952.824,12162,0.1414213562373095
COL3A1,3730.0,1951.945,10690,0.4716990566028302
SLC39A8,2661.646,1954.021,1085,0.95524865872714
MT2A,3193.349,1952.93,2063,1.0
MYL3,3386.034,1952.31,995,0.9340770846134704
MYBPC3,3612.287,1953.425,1657,1.0
SBSPON,2635.873,1954.667,1085,0.5315072906367325
MT2A,3006.935,1953.478,1275,0.7071067811865476
NPPA,2860.882,1955.541,3039,0.6800735254367722
NPPA,3061.296,1955.113,1275,0.1118033988749895
NPPA,3602.281,1954.965,1657,1.0
MT1F,2923.854,1956.521,2739,0.15
MYBPC3,2843.919,1957.27,3039,1.0
SORBS2,3469.511,1958.911,267,1.0
NPPA,3002.147,1959.618,1275,0.282842712474619
NPPA,3478.46,1960.88,267,1.0
MYH6,2815.439,1961.878,3039,1.0
SORBS2,3485.019,1962.019,267,1.0
MYRF,2706.364,1964.023,1085,0.1118033988749895
MYL3,3499.075,1963.792,267,1.0
MYH6,2867.115,1964.244,3039,0.3162277660168379
MYRF,3610.224,1967.959,1657,1.0
PAM,3639.263,1967.711,1657,0.1802775637731994
CRABP2,3789.075,1967.275,2522,1.0
TBX18,2654.892,1969.492,1085,1.0
MYL3,2841.949,1968.564,3039,1.0
MYL3,2859.122,1969.854,3039,0.6363961030678927
NUSAP1,3464.868,1971.461,267,1.0
MYOZ2,3590.056,1971.361,1657,0.282842712474619
CRABP2,3626.5,1971.5,1657,0.6020797289396148
TNNI1,3490.444,1974.148,267,1.0
MYRF,2634.263,1972.947,1085,1.0
PAM,3618.762,1974.667,1657,0.7433034373659253
SLC39A8,3382.538,1976.538,851,1.0
SORBS2,3430.459,1974.706,267,1.0
MYH6,3546.978,1974.444,267,0.2121320343559642
MYRF,3802.61,1975.073,2522,1.0
SORBS2,3515.971,1976.662,267,1.0
PAM,3510.432,1978.676,267,1.0
NPPA,3760.75,1978.692,2522,1.0
MT2A,3197.789,1979.141,2063,1.0
PCSK1N,3709.848,1978.424,10692,0.05
MYBPC3,2674.24,1978.44,1085,1.0
TNNI1,3458.404,1979.553,267,1.0
NPPA,3320.871,1980.371,1867,1.0
CRABP2,2618.4,1984.6,1085,0.4609772228646444
MT1F,3363.74,1983.8,1105,1.0
MYRF,3774.87,1985.217,2522,1.0
NPPA,3511.945,1987.329,267,1.0
NPPA,2703.577,1988.128,1085,1.0
NPPA,3798.442,1987.423,2522,1.0
SLC8A1,2664.907,1989.535,1085,1.0
MYBPC3,2646.77,1991.148,1085,1.0
NPPA,3747.381,1991.238,8546,0.8276472678623424
LDB3,2691.45,1991.675,1085,1.0
TNNT1,3780.761,1994.043,2522,1.0
MFAP2,3785.722,1993.722,2522,1.0
NPPA,2670.0,1995.4,1085,1.0
MYBPC3,3505.492,1994.672,267,1.0
PAM,2653.211,1995.947,1085,1.0
MYBPC3,3723.675,1995.7,10691,0.986154146165801
LDB3,3836.607,1996.25,2522,0.2549509756796392
FAM210B,5367.882,14.90196,1036,0.8062257748298549
NUSAP1,5281.328,54.31034,301,1.0
ISL1,5268.634,65.43902,301,1.0
MFAP2,5444.121,64.7069,693,1.0
PTN,5475.23,64.55405,693,1.0
PTN,5243.909,67.27273,863,1.0
PTN,5247.467,67.33333,301,1.0
COL9A2,5253.5,68.17647,301,1.0
COL3A1,5274.605,68.88158,301,1.0
COL1A2,5243.286,70.57143,863,1.0
MYRF,5478.043,70.82609,693,1.0
ISL1,5306.082,76.0,301,1.0
OGN,5396.291,84.49091,1036,1.0
COL3A1,5422.625,85.08333,693,1.0
MYRF,5484.738,87.23077,693,1.0
PAM,5447.077,87.87179,693,1.0
ELN,5613.364,90.90909,1199,1.0
ISL1,5493.28,91.2,693,1.0
PTN,5453.065,92.58065,693,1.0
NUSAP1,5501.557,93.39344,693,1.0
MFAP2,5230.8,93.92308,863,1.0
TOP2A,5593.241,98.06897,1199,1.0
CPE,5425.417,98.08333,693,0.8381527307120106
TOP2A,5390.667,99.0952,6823,1.0
MFAP2,5586.547,101.283,1199,1.0
MFAP2,5438.737,100.5263,693,1.0
TNNI1,5189.259,105.1724,863,1.0
MFAP2,5478.0,105.4783,693,1.0
PTN,5308.0,107.5833,301,1.0
CPE,5394.286,107.7143,6681,1.0
COL3A1,5460.212,107.9697,693,1.0
PTN,5533.343,118.2857,9518,1.0
COL3A1,5238.26,121.34,863,1.0
OGN,5376.5,123.0,6681,1.0
COL9A2,5275.846,124.2923,301,1.0
TOP2A,5495.936,125.4468,693,1.0
TOP2A,5505.459,126.5405,693,1.0
TNNI1,5284.806,130.7612,301,1.0
COL9A2,5295.589,129.4286,301,1.0
MFAP2,5584.634,134.8873,2341,1.0
MFAP2,5389.952,141.5484,7225,1.0
MFAP2,5210.278,142.3056,3176,1.0
ISL1,5370.78,142.4634,7225,0.4
CPE,5493.941,145.5588,4639,1.0
COL3A1,5215.718,149.0588,3176,1.0
ISL1,5477.308,146.6923,4639,1.0
ISL1,5476.383,151.15,4639,1.0
ISL1,5188.167,155.5952,3176,1.0
CPE,5326.51,158.7755,578,1.0
MYRF,5581.435,159.7609,4373,1.0
MYRF,5587.551,160.0435,4373,1.0
CPE,5318.039,162.974,578,1.0
COL3A1,5594.778,162.75,4373,1.0
TBX5,5304.904,164.6538,578,1.0
COL3A1,5563.286,164.4,3376,1.0
TCF21,5574.489,169.2979,4373,1.0
MFAP2,5590.593,171.1017,4373,1.0
PTN,5309.72,171.96,578,1.0
TOP2A,5544.629,173.2857,3376,0.7778174593052023
CDK1,5554.576,179.0909,3376,1.0
CDK1,5551.889,180.7778,3376,1.0
MFAP2,5542.278,181.9444,3376,0.9899494936611666
NUSAP1,5573.735,182.2647,3376,1.0
CPE,5605.075,186.2075,4373,0.894427190999916
COL9A2,5508.982,189.0714,2870,0.7071067811865476
ISL1,5575.667,189.7222,3376,1.0
PTN,5540.0,193.5946,3376,1.0
MYRF,5572.25,192.625,3376,1.0
COL9A2,5504.902,195.2549,2870,1.0
COL9A2,5269.977,196.5682,578,1.0
SLC8A1,5431.846,198.9038,6349,0.8732124598286489
COL3A1,5405.481,200.3889,6349,1.0
ISL1,5518.652,206.0145,2870,1.0
ISL1,5507.861,207.6389,2870,1.0
SLC39A8,5498.055,211.0549,2870,1.0
COL3A1,5399.524,214.1429,6349,0.8
ISL1,5508.815,215.8519,2870,1.0
TOP2A,5296.74,215.78,578,1.0
COL1A2,5503.0,217.2188,2870,1.0
CRABP2,5570.179,218.3929,1803,1.0
COL3A1,5426.444,219.8333,6349,1.0
COL9A2,5537.553,224.1974,6227,1.0
COL3A1,5605.613,223.5161,1803,0.9192388155425116
ISLR,5383.079,229.9211,1285,0.3905124837953327
COL3A1,5482.386,228.8947,2870,0.9192388155425116
COL1A2,5404.255,232.7451,1285,1.0
FAM210B,5424.0,235.2727,1285,1.0
FAM210B,5441.122,236.0244,1285,0.4609772228646444
COL3A1,5501.815,236.9385,2870,1.0
ISL1,5344.212,238.8462,10425,0.6363961030678927
COL3A1,5407.051,244.0256,1285,1.0
PTN,5615.591,247.9773,1803,1.0
COL3A1,5399.872,249.5957,1285,1.0
PTN,5544.579,251.3947,3105,1.0
COL3A1,5412.816,253.3673,1285,1.0
MFAP2,5587.884,253.0465,1803,1.0
COL1A2,5589.0,259.5686,1238,1.0
COL3A1,5434.0,261.0,1285,1.0
COL3A1,5573.727,260.5,1238,1.0
COL3A1,5523.962,266.5,3105,1.0
COL9A2,5461.188,269.6522,8785,0.8845903006477066
ISL1,5403.647,273.3529,1285,1.0
LRRN3,5324.286,276.1948,11980,0.0707106781186547
PTN,5582.0,275.875,1238,1.0
MFAP2,5547.69,278.5952,1238,1.0
CRABP2,5393.72,279.52,1285,1.0
CPE,5398.937,278.9048,1285,1.0
PTN,5429.964,282.1071,1285,1.0
MYRF,5023.642,283.3962,214,1.0
COL3A1,5609.188,285.4375,1238,0.7433034373659253
FAM210B,5016.155,294.0517,214,1.0
ELN,5041.494,301.8072,214,1.0
NUSAP1,5212.328,302.082,5590,1.0
PTN,5570.173,303.0962,1238,1.0
PTN,5083.468,308.1613,214,1.0
GJA4,5495.945,309.1818,7680,1.0
TCIM,5458.775,317.85,7866,0.1414213562373095
SLC39A8,5481.182,317.5455,7866,0.9433981132056604
SLC39A8,5481.051,322.1026,7866,1.0
CPE,5292.375,322.0625,1421,1.0
CPE,5269.6,322.6444,1421,0.9192388155425116
NUSAP1,5205.384,324.2674,2778,1.0
COL3A1,5216.474,327.4868,2778,1.0
ISL1,5522.5,326.0,2812,1.0
ISL1,4989.825,329.2281,1209,1.0
ISL1,5035.852,332.2963,214,1.0
FAM210B,5078.545,331.303,214,1.0
CRABP2,5322.196,333.1569,1421,1.0
TRIL,5592.245,331.8367,6350,1.0
COL3A1,5276.667,335.3958,1421,1.0
NUSAP1,5208.388,337.9176,2778,1.0
NUSAP1,5191.629,338.9032,2778,1.0
LRRN3,5320.021,341.4255,1421,1.0
CRABP2,5038.448,350.1724,214,1.0
COL3A1,5230.75,352.3,2778,1.0
MYRF,5357.1,356.525,2428,1.0
COL3A1,5350.317,356.7833,2428,1.0
MFAP2,4971.046,357.7846,1209,1.0
TCF21,5211.552,357.7414,2778,1.0
MYRF,5075.919,360.3243,214,1.0
NUSAP1,4974.333,366.6026,1209,1.0
PTN,5509.161,370.2581,2812,0.8139410298049853
STMN2,5368.333,374.4286,2428,1.0
ISL1,5532.176,376.0541,2812,1.0
FBLN5,5375.365,382.5385,2428,1.0
ISL1,5355.643,384.8571,2428,0.9
PTN,5515.69,385.5952,2812,0.7071067811865476
PTN,5319.293,387.7805,1600,1.0
CPE,5073.087,389.7125,214,0.5
NUSAP1,5311.578,391.8444,1600,1.0
ISL1,5227.273,399.6364,6919,1.0
CRABP2,5421.915,405.5106,10660,0.5099019513592784
COL1A1,5590.778,410.6111,6639,1.0
MYRF,5550.714,419.0816,5305,1.0
FAM210B,4904.526,421.9474,1775,1.0
CRABP2,5541.892,421.8378,5305,1.0
COL3A1,5594.405,422.1216,6639,1.0
COL3A1,4977.627,425.1695,2685,0.95524865872714
TBX5,5590.489,427.5778,6639,1.0
COL3A1,4908.743,427.7429,1775,1.0
CDK1,4871.413,430.5238,3891,1.0
PTN,5515.829,432.2857,5777,1.0
ISL1,5133.0,434.7667,734,1.0
COL9A2,5186.3,433.7,751,1.0
ISL1,5226.217,436.6145,751,1.0
CRABP2,5124.356,438.5763,734,1.0
MFAP2,5266.891,442.4182,4640,1.0
RSPO3,5118.842,442.7895,734,1.0
COL3A1,5304.075,443.0,4640,0.8246211251235321
TOP2A,5182.088,444.7059,751,1.0
MFAP2,5272.98,443.1837,4640,1.0
ISL1,5313.661,444.5,4640,0.8732124598286489
ISL1,5042.723,447.6809,352,1.0
MFAP2,5577.528,451.5849,10326,0.7280109889280518
FBLN5,5231.455,453.7273,751,1.0
COL3A1,5152.212,454.8125,734,1.0
CPE,5276.051,457.4949,4640,1.0
PTN,5655.091,458.0,694,1.0
RSPO3,5037.742,459.5758,352,1.0
MFAP2,5577.273,458.8182,10326,0.8514693182963201
MFAP2,5292.825,459.65,4640,1.0
COL3A1,5635.773,461.0,694,1.0
STMN2,5286.521,461.7324,4640,1.0
COL3A1,5042.315,464.8889,352,1.0
COL3A1,5201.882,466.3088,751,1.0
COL3A1,5146.435,466.3065,734,1.0
COL3A1,5197.081,468.1622,751,1.0
COL3A1,5657.515,466.4242,694,1.0
COL3A1,5640.192,470.6712,694,1.0
TOP2A,5221.037,472.5926,751,1.0
COL1A2,5121.213,474.7705,734,1.0
CRABP2,5312.488,475.0,4640,0.5315072906367325
COL9A2,4995.798,478.5506,352,1.0
CPE,5534.764,479.3483,179,1.0
ISL1,4934.714,481.7143,645,1.0
ISL1,5419.647,482.5,445,0.7632168761236874
CRABP2,5676.543,482.2286,694,0.9
SLC39A8,4967.959,483.2857,645,1.0
COL9A2,5041.429,483.033,352,1.0
PTN,5204.391,483.087,751,1.0
ISLR,5216.797,483.1525,751,1.0
TBX5,5554.108,483.0811,179,1.0
MFAP2,5362.019,485.7222,445,1.0
CRABP2,5491.6,485.6632,6518,1.0
STMN2,5670.733,486.0667,694,1.0
COL3A1,5197.493,489.1781,751,1.0
PTN,5027.0,490.8947,352,1.0
PTN,5096.229,490.2708,734,1.0
GJA4,5381.455,489.2727,445,1.0
COL3A1,5385.213,490.8689,445,1.0
COL3A1,5392.27,488.8514,445,1.0
MFAP2,5623.444,492.2222,694,1.0
PTN,5421.0,494.125,445,1.0
MFAP2,5545.807,496.3509,179,1.0
MFAP2,5634.214,495.7857,694,1.0
PTN,5032.105,497.6842,352,1.0
ISLR,5350.516,499.7656,445,1.0
ISLR,5642.674,499.3256,694,1.0
COL3A1,5628.28,501.2,694,1.0
TOP2A,5273.848,504.0909,8197,0.2121320343559642
PTN,5613.529,505.5,694,1.0
FAM210B,5706.891,506.5091,6640,0.7433034373659253
ISL1,5432.774,510.2264,2942,1.0
CPE,5138.659,510.1059,734,1.0
MYRF,5028.404,512.8298,352,1.0
COL1A1,5125.167,512.0208,734,1.0
GJA4,5360.513,512.0789,445,1.0
COL1A2,5391.917,511.6042,445,1.0
CPE,5481.935,512.8261,5163,0.4527692569068708
TOP2A,5061.657,520.6,352,1.0
COL3A1,5126.86,519.8372,734,1.0
MFAP2,5432.378,519.1892,2942,1.0
MFAP2,5426.256,521.2326,445,1.0
PTN,5443.579,520.8684,3078,1.0
PTN,5403.707,524.16,445,1.0
ISLR,5523.294,523.7353,179,0.5700877125495689
MFAP2,4947.215,528.2911,658,1.0
TBX5,5376.646,527.6042,445,1.0
ISL1,5190.549,528.2745,1736,1.0
MFAP2,5390.032,528.0968,445,1.0
COL3A1,5610.271,529.3333,179,1.0
CPE,5111.096,529.9315,734,0.5852349955359812
COL1A2,5424.189,529.8113,445,1.0
EBF2,5444.093,530.5116,3078,1.0
MFAP2,5460.289,531.1842,3078,1.0
PTN,4916.244,530.8,658,1.0
FBLN5,5184.391,531.3906,1736,1.0
SLC39A8,5272.333,532.2143,8197,1.0
ISL1,5405.051,531.7949,445,1.0
EBF2,5448.909,531.9091,3078,1.0
TOP2A,4793.356,532.9111,3728,1.0
ISL1,5321.756,533.439,12152,1.0
COL3A1,5465.0,533.1923,5163,1.0
TCF21,5496.931,534.3448,4146,0.8845903006477066
NAV1,5539.136,533.2273,179,1.0
ISLR,5257.0,533.6429,11680,0.8558621384311845
COL3A1,5413.208,534.2917,445,1.0
CRABP2,5524.75,535.5,179,0.95524865872714
PTN,5579.234,535.1719,179,1.0
EBF2,5279.222,536.2963,4807,1.0
NUSAP1,5608.578,537.4778,179,1.0
CRABP2,5365.474,539.2105,445,1.0
PTN,5431.078,538.0,2942,1.0
MYOZ2,4897.0,538.3636,658,1.0
MFAP2,4967.87,540.3478,3162,1.0
COL3A1,5153.143,540.2222,1736,1.0
ISL1,5321.582,540.5672,4241,1.0
COL3A1,5542.714,542.875,179,1.0
MFAP2,5166.305,543.9831,1736,1.0
MFAP2,5301.015,544.2923,4807,1.0
ISL1,5448.448,544.6207,3078,1.0
MFAP2,5185.62,545.4,1736,1.0
MFAP2,5169.5,546.5,1736,1.0
ISL1,5235.222,546.3333,4695,1.0
MFAP2,5056.469,547.8594,352,1.0
STMN2,5662.351,548.0106,6725,0.6708203932499369
CPE,5220.195,548.8701,4695,1.0
ISLR,5454.911,550.4889,3078,0.9848857801796104
PCSK1N,5045.154,551.0577,352,1.0
CRABP2,5380.434,552.6415,445,0.6020797289396148
COL3A1,5492.36,552.38,4146,1.0
MFAP2,5073.964,553.2545,352,1.0
ELN,5086.38,554.9457,8100,0.8860022573334675
ISL1,4846.365,563.4286,1422,0.9013878188659972
PTN,4897.04,563.7,1422,1.0
CPE,5268.276,563.5517,4807,1.0
COL3A1,5296.897,562.8974,4807,1.0
CPE,5262.382,564.7818,4641,1.0
ISL1,4861.173,567.7308,1422,1.0
COL1A1,5559.44,567.78,179,1.0
ISLR,5638.109,567.5217,179,1.0
COL3A1,4785.0,569.4082,3728,0.7762087348130012
ISL1,5341.321,568.2857,4241,1.0
CRABP2,5087.264,571.2642,8100,0.7615773105863909
MFAP2,5229.38,571.537,4695,1.0
CPE,5215.736,572.2642,4695,1.0
COL3A1,4718.14,572.4651,3377,1.0
PTN,5015.543,573.8478,2264,0.85
FBLN5,5290.48,576.6,4641,1.0
ISL1,5401.945,578.3636,9519,0.7071067811865476
CRABP2,5580.367,577.6333,179,1.0
COL3A1,4764.878,579.878,3377,1.0
ISL1,5208.174,579.6957,4695,0.874642784226795
COL1A1,4929.739,581.6667,1422,1.0
ISLR,5344.509,581.5273,4241,1.0
ISLR,4690.662,581.8769,9244,0.8485281374238569
ISL1,5256.952,582.6905,4641,1.0
COL9A2,5308.948,583.0779,4618,1.0
COL3A1,5019.935,584.0645,2264,0.8200609733428363
ISL1,5292.652,583.8696,4618,1.0
CRABP2,5477.6,584.9,1286,1.0
COL3A1,4884.0,584.434,1422,1.0
COL3A1,4720.579,587.1053,3377,1.0
CPE,4770.778,585.3611,3377,0.9
PTN,4901.178,586.589,1422,1.0
CPE,5374.815,587.0,8925,1.0
CRABP2,4733.917,587.6042,3377,1.0
STMN2,5265.474,589.1404,4641,1.0
ISL1,5329.461,588.4605,4618,1.0
CPE,5052.0,588.92,5975,1.0
TBX5,5409.442,592.8837,7120,1.0
ISL1,5701.0,596.0,4029,0.95524865872714
CRABP2,4846.636,597.25,1422,0.6726812023536854
COL3A1,5516.651,599.1163,1286,1.0
PTN,5114.814,600.2286,5628,0.9192388155425116
COL9A2,5037.25,601.175,5975,1.0
ISLR,5242.684,601.4561,5227,1.0
ISL1,5195.875,602.0,8005,0.5315072906367325
TOP2A,5197.176,610.9118,8005,0.8845903006477066
ISL1,5291.667,610.6061,4618,0.4
ISL1,5481.143,611.125,1286,1.0
CRABP2,5008.257,612.6892,2264,1.0
ISL1,5241.636,612.9697,5227,1.0
TOP2A,5213.633,613.8667,8005,1.0
PAM,4864.0,617.125,1422,1.0
ISL1,5196.182,620.6818,8005,1.0
CPE,5605.783,620.6522,179,1.0
CDK1,5240.762,623.2381,5227,1.0
STMN2,5399.603,624.1029,7120,0.9899494936611666
COL3A1,5004.0,624.6333,2264,1.0
NUSAP1,5185.62,627.1,8005,0.8485281374238569
TOP2A,5191.565,627.7391,8005,1.0
PTN,4821.122,628.0204,5696,1.0
COL3A1,4802.357,629.5,5696,0.9962429422585638
TOP2A,5387.8,628.3333,7120,0.6964194138592059
COL3A1,5012.383,633.4043,2264,1.0
COL3A1,4829.089,633.3929,5696,1.0
ISL1,5019.176,635.8235,2264,1.0
TOP2A,5215.0,640.1071,5227,1.0
ISL1,5078.519,640.0,2222,1.0
CPE,5058.509,641.2909,11682,1.0
COL1A1,5534.519,641.8519,5164,1.0
ISL1,5079.367,643.7667,2222,1.0
MFAP2,5602.063,643.1563,179,1.0
ISL1,5001.895,649.0,2264,1.0
COL3A1,5554.5,650.5,5164,1.0
MFAP2,5199.019,658.9245,7972,1.0
PTN,4887.395,659.6053,3000,1.0
RSPO3,5484.326,660.6744,6395,0.6363961030678927
RSPO3,5575.543,665.9143,7170,1.0
COL3A1,5582.882,668.6765,7170,1.0
MFAP2,4862.25,670.0625,3000,1.0
FAM210B,5039.492,671.0317,2222,1.0
PTN,5461.875,670.4583,6395,1.0
ISL1,5234.146,676.7561,4242,0.3535533905932738
CPE,5380.44,679.68,3399,0.1802775637731994
CPE,5484.609,678.4783,6395,0.6726812023536854
ISLR,5648.0,682.7778,12340,0.05
