parent_id,ALDH1A1,CCDC102B,CDK1,CLU,COL1A1,COL1A2,COL3A1,COL9A2,CPE,CRABP2,EBF2,EFNA5,ELN,FABP3,FAM210B,FAM46C,FBLN5,FOXS1,HSPB7,ISL1,ISLR,ITLN1,LDB3,LRRN3,LUM,MFAP2,MT1F,MT2A,MYBPC3,MYH6,MYH7,MYL2,MYL3,MYOM1,MYOZ2,MYRF,NAV1,NOV,NPPA,NUSAP1,OGN,PAM,PCSK1N,PTN,RSPO3,SBSPON,SLC39A8,SLC8A1,SORBS2,STMN2,TBX18,TBX5,TCF21,TCIM,TMEM100,TNNI1,TNNT1,TOP2A,TPM1,TRIL
1567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121495502161354,0.0,0.0,0.0,0.0,0.0,0.0,6.813544494621113,0.0,0.0,6.121495502161354,0.0,0.0,0.0,6.121495502161354,0.0,6.813544494621113,6.121495502161354,0.0,8.517393171418904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.218643271861805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0,0.0,5.812138499293826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.503789046997708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.601402334583733,0.0,0.0,5.812138499293826,0.0,5.812138499293826,0.0,0.0,0.0,8.11202803831707,0.0,0.0,7.888959461698937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.812138499293826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0,6.608999776101094,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11202803831707,0.0,0.0,0.0,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608999776101094,0.0,0.0,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,5.917199867519596,0.0,0.0,0.0,0.0,7.7067128739802735,0.0,0.0,0.0,0.0,5.917199867519596,0.0,0.0,5.917199867519596,5.917199867519596
1579,0.0,0.0,0.0,0.0,7.0909098220799835,6.68586094706836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993961427306569,6.68586094706836,0.0,0.0,5.993961427306569,0.0,0.0,0.0,7.783640596221253,0.0,0.0,5.993961427306569,5.993961427306569,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0,5.993961427306569,0.0,5.993961427306569,0.0,0.0,0.0,5.993961427306569,5.993961427306569,0.0,0.0,7.0909098220799835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,5.88093194910298,0.0,0.0,0.0,5.88093194910298,0.0,0.0,0.0,0.0,0.0,0.0,5.88093194910298,0.0,0.0,0.0,0.0,0.0,0.0,7.4881336174935935,5.88093194910298,5.88093194910298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.265129978035143,0.0,0.0,5.88093194910298,0.0,0.0,0.0,0.0,0.0,0.0,5.88093194910298,0.0,0.0,5.88093194910298,0.0,7.4881336174935935,6.977681048517689,0.0,0.0,0.0,0.0,6.572682063274631,0.0,5.88093194910298,0.0
1583,0.0,0.0,5.630414969030203,0.0,6.321766996021397,0.0,6.321766996021397,0.0,7.0140153898827995,0.0,0.0,0.0,0.0,0.0,5.630414969030203,0.0,0.0,0.0,5.630414969030203,0.0,6.321766996021397,7.7067128739802735,0.0,6.321766996021397,0.0,5.630414969030203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.321766996021397,0.0,0.0,0.0,6.321766996021397,0.0,0.0,0.0,0.0,0.0,6.321766996021397,0.0,0.0,0.0,0.0,5.630414969030203,0.0,5.630414969030203,0.0,0.0,5.630414969030203,6.7266330027636645,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0,5.917199867519596,5.917199867519596,6.608999776101094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7067128739802735,0.0,0.0,0.0,5.917199867519596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.608999776101094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.917199867519596,0.0,6.608999776101094,0.0,0.0,0.0,0.0,7.524481272658421,6.608999776101094,0.0,0.0,0.0,0.0,6.608999776101094,0.0,0.0,6.608999776101094
1593,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,0.0,8.160803920954665,0.0,6.2166061010848646,0.0,6.2166061010848646,0.0,0.0,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.90875477931522,0.0,0.0,6.2166061010848646,0.0,6.90875477931522,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0909098220799835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.188966863648876,0.0,5.993961427306569,0.0,5.993961427306569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3783837129967145,0.0,0.0,0.0,0.0,7.3783837129967145,0.0,0.0,0.0,0.0,5.993961427306569,5.993961427306569,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0,5.476861958311282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.476861958311282,0.0,0.0,0.0,0.0,6.167915732334905,0.0,0.0,0.0,6.860014563948276,0.0,0.0,0.0,0.0,0.0,7.265129978035143,7.87094777179899,0.0,0.0,0.0,6.572682063274631,5.476861958311282,5.476861958311282,0.0,0.0,0.0,0.0,0.0,7.265129978035143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0829483135243585,0.0,0.0,0.0,5.476861958311282,0.0,0.0,0.0,0.0
