,SPC,cNCC,other
SPC,2.6081306009716543,3.552265363525241,0.9638160324783211
cNCC,3.552265363525241,3.9078082235266476,0.9550135218082622
other,0.9638160324783211,0.9550135218082622,1.0006812183605078
